,0,1,2,3,4,5,6,7,Target,Position_right,Position_top
Cola-150_341-right-6,-9.3275,18.895,-8.51,16.805,-14.9025,23.1475,0.4975,0.0825,Cola,1,0
Cola-150_341-right-7,-10.0075,19.4975,-8.7325,17.1975,-14.5325,22.935,0.4425,0.0275,Cola,1,0
Cola-150_341-right-8,-9.9175,18.4,-8.625,17.34,-14.5325,22.9075,0.47,0.03,Cola,1,0
Cola-150_341-right-9,-9.3475,19.2325,-8.935,18.1625,-14.8,23.1825,0.5025,0.3025,Cola,1,0
Cola-150_341-top-0,-15.4875,10.48,-16.475,6.69,-15.4925,9.865,1.76,0.1025,Cola,0,1
Cola-150_341-top-1,-16.1675,9.2825,-16.1925,7.97,-15.4575,9.7425,1.7875,0.07,Cola,0,1
Cola-150_341-top-2,-15.9675,9.165,-16.395,7.52,-15.425,9.67,1.68,0.045,Cola,0,1
Cola-150_341-top-3,-15.765,9.365,-16.18,7.965,-15.3725,8.945,1.75,0.07,Cola,0,1
Cola-150_341-top-4,-15.84,10.3375,-16.54,7.8,-15.37,9.3725,1.7,0.035,Cola,0,1
Cola-150_341-top-5,-15.755,10.7275,-16.3925,8.32,-15.23,7.9175,1.79,0.09,Cola,0,1
Cola-150_341-top-6,-15.56,11.4275,-16.4075,8.0525,-15.245,8.53,1.7475,0.0975,Cola,0,1
Cola-150_341-top-7,-15.7825,11.7375,-16.5775,6.74,-15.1125,9.935,1.7575,0.39,Cola,0,1
Cola-150_341-top-8,-16.01,9.0125,-16.15,8.2625,-15.4325,8.76,1.8425,0.3825,Cola,0,1
Cola-150_341-top-9,-15.7625,9.1775,-16.4525,7.8875,-15.255,9.165,1.8425,0.0375,Cola,0,1
Cola-150_657-back-0,-11.005,18.2225,-8.97,17.5725,-17.0475,26.2875,0.48,0.02,Cola,0,0
Cola-150_657-back-1,-10.89,18.105,-8.39,16.5525,-16.4025,25.31,0.5125,0.01,Cola,0,0
Cola-150_657-back-2,-10.8125,19.27,-8.3,16.9725,-17.26,26.79,0.5175,0.0325,Cola,0,0
Cola-150_657-back-3,-11.2875,19.775,-8.585,17.1075,-16.4,25.39,0.4675,0.025,Cola,0,0
Cola-150_657-back-4,-10.895,20.8125,-8.63,16.905,-16.4825,25.985,0.4575,0.06,Cola,0,0
Cola-150_657-back-5,-10.84,19.3575,-8.3,16.1575,-16.3875,25.725,0.53,0.055,Cola,0,0
Cola-150_657-back-6,-10.6825,19.1125,-8.2825,16.4025,-16.24,25.43,0.385,0.03,Cola,0,0
Cola-150_657-back-7,-10.945,18.8275,-8.735,17.335,-16.615,25.7225,0.48,0.0575,Cola,0,0
Cola-150_657-back-8,-10.795,18.5825,-8.2775,16.0825,-16.28,25.49,0.48,0.0875,Cola,0,0
Cola-150_657-back-9,-11.335,18.8,-8.2075,16.3175,-16.32,25.585,0.535,0.0225,Cola,0,0
Cola-150_657-right-0,-13.1875,22.215,-12.0825,24.0,-14.25,22.98,0.44,0.7075,Cola,1,0
Cola-150_657-right-1,-11.875,22.3025,-11.2675,21.56,-14.185,23.2375,0.455,0.775,Cola,1,0
Cola-150_657-right-2,-11.5425,21.4475,-9.9275,18.8,-14.7475,23.0375,0.48,0.39,Cola,1,0
Cola-150_657-right-3,-9.2175,17.1075,-9.1675,18.29,-14.89,23.8425,0.43,0.0375,Cola,1,0
Cola-150_657-right-4,-11.9675,22.3175,-9.9025,18.7025,-14.6925,23.1475,0.4225,0.0225,Cola,1,0
Cola-150_657-right-5,-10.81,20.15,-11.1825,20.04,-14.0625,22.2475,0.4875,0.0475,Cola,1,0
Cola-150_657-right-6,-10.1175,17.92,-10.6725,20.665,-15.3525,25.6675,0.5,0.1225,Cola,1,0
Cola-150_657-right-7,-9.4025,16.625,-10.055,19.8825,-15.6225,25.6675,0.5025,0.13,Cola,1,0
Cola-150_657-right-8,-9.3925,16.6225,-8.945,17.85,-16.49,25.6925,0.5675,0.085,Cola,1,0
Cola-150_657-right-9,-11.655,20.99,-9.2475,17.915,-16.3325,25.51,0.35,0.035,Cola,1,0
Cola-150_657-top-0,-18.1425,11.9075,-18.4775,10.6925,-18.4075,12.005,5.985,0.105,Cola,0,1
Cola-150_657-top-1,-18.2725,11.655,-18.155,12.04,-18.285,12.31,6.05,0.025,Cola,0,1
Cola-150_657-top-2,-18.645,10.915,-18.0025,13.815,-17.93,11.77,6.0175,0.0275,Cola,0,1
Cola-150_657-top-3,-18.12,10.275,-18.27,10.645,-17.7275,12.55,6.0275,0.0775,Cola,0,1
Cola-150_657-top-4,-17.24,20.6525,-18.57,10.09,-17.81,12.83,6.0475,0.0175,Cola,0,1
Cola-150_657-top-5,-18.135,11.19,-18.435,10.655,-17.73,11.505,6.0225,0.0475,Cola,0,1
Cola-150_657-top-6,-18.4075,10.1975,-18.0425,12.265,-17.845,11.625,6.025,0.0025,Cola,0,1
Cola-150_657-top-7,-18.3225,11.1975,-18.145,11.5375,-17.805,12.6375,6.0375,0.0125,Cola,0,1
Cola-150_657-top-8,-18.305,13.855,-18.4725,11.0725,-17.8225,12.33,6.035,0.01,Cola,0,1
Cola-150_657-top-9,-15.8325,9.185,-16.495,8.295,-15.4675,9.1075,6.015,0.065,Cola,0,1
Cola-50_26-back-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,0
Cola-50_26-back-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,0
Cola-50_26-back-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,0
Cola-50_26-back-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,0
Cola-50_26-back-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,0
Cola-50_26-back-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,0
Cola-50_26-back-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,0
Cola-50_26-back-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,0
Cola-50_26-back-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,0
Cola-50_26-back-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,0
Cola-50_26-right-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-50_26-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-50_26-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-50_26-right-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-50_26-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-50_26-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-50_26-right-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-50_26-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-50_26-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-50_26-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-50_26-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_341-back-0,-12.27,18.87,-9.515,18.585,-14.2925,21.85,0.525,0.0025,Cola,0,0
Cola-50_341-back-1,-12.09,19.39,-9.9075,18.69,-14.3525,22.2125,0.5475,0.2975,Cola,0,0
Cola-50_341-back-2,-11.465,19.0375,-9.4975,18.4425,-15.0675,22.865,0.525,0.045,Cola,0,0
Cola-50_341-back-3,-11.01,18.8,-9.6725,19.42,-16.1925,23.88,0.48,0.2925,Cola,0,0
Cola-50_341-back-4,-11.885,18.3675,-9.6075,18.855,-15.51,23.3175,0.4625,0.265,Cola,0,0
Cola-50_341-back-5,-11.17,18.4275,-9.5825,19.2275,-15.7925,23.86,0.44,0.2725,Cola,0,0
Cola-50_341-back-6,-11.7125,18.8375,-9.9575,18.835,-14.54,22.035,0.5175,0.2725,Cola,0,0
Cola-50_341-back-7,-12.26,19.0475,-10.3,19.22,-14.08,21.665,0.475,0.225,Cola,0,0
Cola-50_341-back-8,-11.73,18.2975,-9.745,19.2625,-14.7225,22.5475,0.485,0.21,Cola,0,0
Cola-50_341-back-9,-12.54,19.22,-10.2375,19.635,-14.3625,21.63,0.4625,0.1875,Cola,0,0
Cola-50_341-right-0,-10.0175,19.0225,-10.36,17.755,-13.6325,21.7225,0.5125,0.085,Cola,1,0
Cola-50_341-right-1,-10.875,18.795,-10.5925,18.2,-13.64,21.33,0.495,0.0875,Cola,1,0
Cola-50_341-right-2,-10.9975,18.235,-10.5075,18.4325,-13.9125,21.495,0.475,0.06,Cola,1,0
Cola-50_341-right-3,-10.8975,18.775,-10.8275,18.5625,-13.6475,21.425,0.4825,0.075,Cola,1,0
Cola-50_341-right-4,-12.6,19.9,-11.1,17.9975,-11.855,19.0225,0.5025,0.005,Cola,1,0
Cola-50_341-right-5,-12.28,19.03,-11.3275,19.3625,-12.6975,19.8875,0.4675,0.0025,Cola,1,0
Cola-50_341-right-6,-11.1225,18.735,-11.1675,18.5975,-13.72,21.355,0.475,0.0425,Cola,1,0
Cola-50_341-right-7,-11.135,18.9575,-11.1825,18.5925,-13.39,20.6625,0.52,0.0125,Cola,1,0
Cola-50_341-right-8,-11.925,18.8225,-10.0725,18.5375,-13.7875,21.31,0.5075,0.02,Cola,1,0
Cola-50_341-right-9,-11.7375,18.8975,-10.6075,18.8125,-13.0525,20.6875,0.4875,0.035,Cola,1,0
Cola-50_341-top-0,-17.4875,4.095,-17.82,3.585,-17.595,10.895,0.99,0.085,Cola,0,1
Cola-50_341-top-1,-15.0875,4.3875,-15.8275,4.7475,-15.0775,11.0175,1.805,0.0175,Cola,0,1
Cola-50_341-top-2,-17.66,1.93,-17.945,4.155,-17.61,11.415,0.9175,0.05,Cola,0,1
Cola-50_341-top-3,-15.025,3.68,-15.5,3.23,-15.0,11.09,0.9825,0.085,Cola,0,1
Cola-50_341-top-4,-14.7625,3.9575,-15.615,3.0225,-14.74,11.5025,1.025,0.08,Cola,0,1
Cola-50_341-top-5,-17.4075,1.785,-18.0775,3.225,-17.5625,11.9575,0.96,0.09,Cola,0,1
Cola-50_341-top-6,-14.6275,2.375,-15.2325,1.665,-14.7975,11.8175,1.8125,0.03,Cola,0,1
Cola-50_341-top-7,-17.4125,4.56,-18.0625,2.4475,-17.575,8.205,0.9575,0.045,Cola,0,1
Cola-50_341-top-8,-14.6725,2.2775,-14.965,3.8025,-14.6925,9.375,1.8275,0.2725,Cola,0,1
Cola-50_341-top-9,-14.675,3.5275,-15.8575,3.96,-14.97,11.1725,0.99,0.03,Cola,0,1
Cola-50_657-back-0,-12.96,22.28,-10.2825,18.19,-15.97,25.355,0.34,0.02,Cola,0,0
Cola-50_657-back-1,-13.185,18.5575,-10.2325,18.12,-14.96,22.87,0.15,0.025,Cola,0,0
Cola-50_657-back-2,-11.515,19.185,-11.38,19.0125,-16.2675,24.39,0.225,0.07,Cola,0,0
Cola-50_657-back-3,-11.945,18.9675,-10.5975,18.665,-15.295,23.115,0.2225,0.0525,Cola,0,0
Cola-50_657-back-4,-12.05,18.61,-11.52,19.8475,-15.0525,22.9475,0.2275,0.035,Cola,0,0
Cola-50_657-back-5,-12.47,18.26,-10.6625,18.86,-15.315,23.21,0.21,0.02,Cola,0,0
Cola-50_657-back-6,-11.79,18.185,-10.3825,18.475,-15.3125,23.535,0.28,0.055,Cola,0,0
Cola-50_657-back-7,-12.5625,18.895,-10.35,18.72,-15.3125,23.205,0.2,0.03,Cola,0,0
Cola-50_657-back-8,-12.675,18.355,-10.485,18.2625,-14.5475,22.3625,0.2025,0.0675,Cola,0,0
Cola-50_657-back-9,-12.8925,18.195,-10.4225,18.525,-14.9375,22.83,0.255,0.1125,Cola,0,0
Cola-50_657-right-0,-10.7175,18.1325,-14.055,24.615,-12.4275,20.87,0.425,0.0575,Cola,1,0
Cola-50_657-right-1,-11.1175,19.0925,-12.1525,19.89,-12.6225,20.5425,0.4125,0.0325,Cola,1,0
Cola-50_657-right-2,-11.5375,18.1375,-12.0175,20.8775,-12.6275,20.54,0.4225,0.045,Cola,1,0
Cola-50_657-right-3,-11.145,18.71,-11.43,19.25,-14.02,22.64,0.3425,0.0375,Cola,1,0
Cola-50_657-right-4,-11.8975,18.0625,-11.6375,20.5775,-13.0,21.0175,0.335,0.025,Cola,1,0
Cola-50_657-right-5,-10.9225,18.1675,-10.8975,19.445,-13.8925,22.57,0.3975,0.06,Cola,1,0
Cola-50_657-right-6,-11.64,19.0925,-11.4775,19.805,-13.8875,22.5475,0.26,0.045,Cola,1,0
Cola-50_657-right-7,-11.185,17.925,-10.96,19.675,-14.155,22.57,0.375,0.0225,Cola,1,0
Cola-50_657-right-8,-11.2525,18.195,-10.6925,19.08,-14.0425,22.6625,0.4225,0.04,Cola,1,0
Cola-50_657-right-9,-11.355,18.7825,-11.45,19.4725,-14.48,22.9975,0.2275,0.0325,Cola,1,0
Cola-50_657-top-0,-17.425,2.09,-17.495,3.71,-17.61,9.95,1.8075,0.03,Cola,0,1
Cola-50_657-top-1,-17.6825,2.775,-17.7025,4.44,-17.72,12.475,1.7725,0.085,Cola,0,1
Cola-50_657-top-2,-17.6925,1.8875,-17.68,4.7675,-17.6975,12.1975,1.7775,0.05,Cola,0,1
Cola-50_657-top-3,-17.67,1.675,-17.5775,4.565,-17.5,12.4775,1.8175,0.0275,Cola,0,1
Cola-50_657-top-4,-17.7375,1.995,-17.49,4.355,-17.7425,11.625,1.81,0.0825,Cola,0,1
Cola-50_657-top-5,-17.56,2.155,-17.6475,5.9325,-17.7025,11.82,1.815,0.065,Cola,0,1
Cola-50_657-top-6,-17.6875,1.935,-17.6475,5.3475,-17.695,11.275,1.8,0.0525,Cola,0,1
Cola-50_657-top-7,-17.74,2.975,-17.68,6.63,-17.665,12.03,1.7925,0.09,Cola,0,1
Cola-50_657-top-8,-17.8225,2.8425,-17.6975,6.3525,-18.3925,11.205,1.825,0.025,Cola,0,1
Cola-50_657-top-9,-17.7,2.6425,-17.5725,6.3775,-17.64,11.0975,1.8525,0.03,Cola,0,1
Crisp-100_421-back-0,-13.5325,17.7925,-12.245,16.72,-19.2475,24.52,0.425,0.0475,Crisp,0,0
Crisp-100_421-back-1,-14.525,19.0825,-12.155,16.205,-19.2675,25.395,0.52,0.045,Crisp,0,0
Crisp-100_421-back-2,-14.52,18.7775,-12.3775,16.485,-19.0225,24.5725,0.4325,0.1225,Crisp,0,0
Crisp-100_421-back-3,-14.145,19.2525,-12.3625,16.4325,-20.325,25.785,0.5375,0.03,Crisp,0,0
Crisp-100_421-back-4,-14.4875,18.365,-12.1575,16.15,-18.9225,24.385,0.53,0.0725,Crisp,0,0
Crisp-100_421-back-5,-14.615,19.07,-12.1675,16.385,-18.7725,24.8125,0.5025,0.0375,Crisp,0,0
Crisp-100_421-back-6,-13.985,18.62,-12.215,16.21,-19.1075,25.1425,0.5525,0.0525,Crisp,0,0
Crisp-100_421-back-7,-13.9875,18.2475,-11.97,16.185,-19.6875,25.83,0.51,0.085,Crisp,0,0
Crisp-100_421-back-8,-12.17,16.2175,-11.87,16.6275,-21.7875,27.695,0.615,0.0875,Crisp,0,0
Crisp-100_421-back-9,-13.81,18.1125,-11.9975,16.2375,-19.625,25.7675,0.5025,0.075,Crisp,0,0
Crisp-100_421-right-0,-13.5425,18.1775,-13.98,17.66,-17.9325,23.875,0.5025,0.0325,Crisp,1,0
Crisp-100_421-right-1,-13.8925,18.6825,-13.66,17.13,-17.52,23.5325,0.26,0.05,Crisp,1,0
Crisp-100_421-right-2,-14.075,19.7875,-12.32,15.7075,-20.2425,25.8725,0.4975,0.035,Crisp,1,0
Crisp-100_421-right-3,-13.885,18.785,-13.985,17.4925,-17.51,23.365,0.515,0.0775,Crisp,1,0
Crisp-100_421-right-4,-14.4,19.4875,-13.8575,16.865,-17.005,22.6575,0.31,0.055,Crisp,1,0
Crisp-100_421-right-5,-12.8625,17.805,-13.14,17.175,-19.07,25.335,0.455,0.065,Crisp,1,0
Crisp-100_421-right-6,-13.745,18.4725,-13.29,17.0175,-18.2525,24.1125,0.4875,0.0425,Crisp,1,0
Crisp-100_421-right-7,-13.7725,19.055,-13.6,16.9875,-17.4575,23.3875,0.31,0.095,Crisp,1,0
Crisp-100_421-right-8,-13.75,18.995,-13.47,17.415,-17.6075,23.945,0.4575,0.0775,Crisp,1,0
Crisp-100_421-right-9,-13.7875,18.5725,-13.4825,17.295,-17.5325,23.3025,0.545,0.0575,Crisp,1,0
Crisp-100_421-top-0,-15.2925,6.03,-16.435,5.375,-15.74,6.9275,0.9525,0.045,Crisp,0,1
Crisp-100_421-top-1,-15.0625,8.0325,-16.7675,5.5125,-15.4525,7.055,0.96,0.055,Crisp,0,1
Crisp-100_421-top-2,-15.19,6.6025,-16.405,5.0875,-15.5425,6.9325,0.9525,0.065,Crisp,0,1
Crisp-100_421-top-3,-14.815,5.95,-16.4575,5.1525,-15.6775,7.2825,0.95,0.09,Crisp,0,1
Crisp-100_421-top-4,-14.84,6.8875,-16.5325,5.175,-15.5725,6.895,0.8925,0.0625,Crisp,0,1
Crisp-100_421-top-5,-15.1525,6.3175,-16.38,5.09,-15.6425,7.2,0.925,0.045,Crisp,0,1
Crisp-100_421-top-6,-14.695,7.9725,-16.7325,5.3325,-15.4475,7.095,0.965,0.075,Crisp,0,1
Crisp-100_421-top-7,-15.07,7.05,-16.41,5.28,-15.785,6.9425,0.97,0.1225,Crisp,0,1
Crisp-100_421-top-8,-15.0825,6.3375,-16.6225,4.78,-15.8075,8.075,0.94,0.0775,Crisp,0,1
Crisp-100_421-top-9,-14.8625,7.8625,-16.4525,5.3275,-15.85,6.9625,0.975,0.1,Crisp,0,1
Crisp-100_46-back-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,0
Crisp-100_46-back-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,0
Crisp-100_46-back-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,0
Crisp-100_46-back-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,0
Crisp-100_46-back-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,0
Crisp-100_46-back-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,0
Crisp-100_46-back-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,0
Crisp-100_46-back-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,0
Crisp-100_46-back-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,0
Crisp-100_46-back-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,0
Crisp-100_46-right-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,1,0
Crisp-100_46-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,1,0
Crisp-100_46-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,1,0
Crisp-100_46-right-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,1,0
Crisp-100_46-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,1,0
Crisp-100_46-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,1,0
Crisp-100_46-right-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,1,0
Crisp-100_46-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,1,0
Crisp-100_46-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,1,0
Crisp-100_46-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,1,0
Crisp-100_46-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,1
Crisp-100_46-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,1
Crisp-100_46-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,1
Crisp-100_46-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,1
Crisp-100_46-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,1
Crisp-100_46-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,1
Crisp-100_46-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,1
Crisp-100_46-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,1
Crisp-100_46-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,1
Crisp-100_46-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp,0,1
Crisp-100_797-back-0,-14.405,18.5675,-13.4375,16.8325,-17.5925,23.2425,0.2375,0.045,Crisp,0,0
Crisp-100_797-back-1,-13.9025,18.5825,-12.4925,15.7825,-18.01,23.6475,0.31,0.02,Crisp,0,0
Crisp-100_797-back-2,-13.1275,17.955,-12.4775,15.8225,-19.19,25.195,0.24,0.0325,Crisp,0,0
Crisp-100_797-back-3,-14.105,18.6925,-12.48,16.14,-18.6625,24.9775,0.2225,0.0,Crisp,0,0
Crisp-100_797-back-4,-13.575,17.8325,-12.2525,15.8025,-18.5075,24.23,0.285,0.015,Crisp,0,0
Crisp-100_797-back-5,-13.4225,17.9475,-12.2325,15.7675,-18.955,25.1225,0.2825,0.0125,Crisp,0,0
Crisp-100_797-back-6,-13.7175,18.215,-12.23,15.735,-19.07,24.895,0.225,0.0125,Crisp,0,0
Crisp-100_797-back-7,-14.0725,18.4325,-12.7225,16.655,-18.6575,24.4675,0.2275,0.025,Crisp,0,0
Crisp-100_797-back-8,-13.445,17.71,-11.89,15.9275,-19.2075,25.46,0.2325,0.025,Crisp,0,0
Crisp-100_797-back-9,-12.9325,18.45,-12.59,17.7725,-21.595,26.9825,0.125,0.0,Crisp,0,0
Crisp-100_797-right-0,-14.7675,19.5525,-14.115,17.4725,-17.235,22.4425,0.2125,0.0475,Crisp,1,0
Crisp-100_797-right-1,-13.3175,17.2425,-12.96,16.6725,-18.2975,23.46,0.435,0.0225,Crisp,1,0
Crisp-100_797-right-2,-14.2925,18.915,-13.3425,17.195,-17.5475,23.015,0.2625,0.035,Crisp,1,0
Crisp-100_797-right-3,-13.775,18.2175,-13.1975,16.545,-17.5925,22.8825,0.2775,0.055,Crisp,1,0
Crisp-100_797-right-4,-12.0475,16.8075,-13.035,16.73,-19.3875,24.98,0.495,0.0125,Crisp,1,0
Crisp-100_797-right-5,-11.83,15.6275,-12.69,16.1425,-18.74,23.9925,0.605,0.0325,Crisp,1,0
Crisp-100_797-right-6,-11.625,15.8,-12.945,16.56,-19.17,24.7475,0.6325,0.01,Crisp,1,0
Crisp-100_797-right-7,-13.18,17.2075,-13.9625,17.3325,-17.6175,23.03,0.495,0.0025,Crisp,1,0
Crisp-100_797-right-8,-14.035,18.7025,-14.2,17.205,-16.63,22.0,0.2575,0.0125,Crisp,1,0
Crisp-100_797-right-9,-14.2,18.715,-13.435,17.335,-17.485,22.98,0.16,0.04,Crisp,1,0
Crisp-100_797-top-0,-15.4075,4.585,-16.57,6.0625,-15.7175,6.925,1.01,0.0725,Crisp,0,1
Crisp-100_797-top-1,-17.54,7.21,-18.4075,6.35,-18.3825,11.365,1.0825,0.19,Crisp,0,1
Crisp-100_797-top-2,-15.6325,4.5125,-16.0775,5.065,-15.5575,7.1,3.0675,0.0675,Crisp,0,1
Crisp-100_797-top-3,-15.205,5.8875,-16.5325,5.1925,-15.7625,7.6575,1.06,0.2675,Crisp,0,1
Crisp-100_797-top-4,-15.6175,5.11,-16.055,5.2025,-15.735,7.255,1.6325,0.145,Crisp,0,1
Crisp-100_797-top-5,-15.47,5.66,-16.1775,4.8,-15.7525,7.0825,1.955,0.1925,Crisp,0,1
Crisp-100_797-top-6,-15.1125,5.775,-15.88,4.7075,-15.485,9.9925,2.07,0.035,Crisp,0,1
Crisp-100_797-top-7,-15.93,5.0325,-16.15,5.755,-15.8025,7.2675,2.785,0.0475,Crisp,0,1
Crisp-100_797-top-8,-17.65,5.8225,-18.525,5.2025,-18.485,9.8925,3.04,0.0975,Crisp,0,1
Crisp-100_797-top-9,-15.355,5.86,-17.1575,6.7225,-15.95,7.275,3.0425,0.0675,Crisp,0,1
Crisp-150_421-back-0,-14.265,18.2975,-11.7375,15.6825,-19.2025,25.29,0.5375,0.07,Crisp,0,0
Crisp-150_421-back-1,-13.9075,18.51,-11.4375,15.435,-19.9,25.8575,0.5375,0.1025,Crisp,0,0
Crisp-150_421-back-2,-14.575,18.95,-11.3875,15.4675,-19.5775,25.3525,0.5025,0.11,Crisp,0,0
Crisp-150_421-back-3,-14.5475,18.99,-11.26,14.8225,-19.2175,25.2475,0.555,0.0325,Crisp,0,0
Crisp-150_421-back-4,-14.8,18.7575,-11.3625,15.005,-19.05,24.9675,0.565,0.0075,Crisp,0,0
Crisp-150_421-back-5,-15.1025,19.635,-11.455,14.9425,-19.0475,24.97,0.6275,0.085,Crisp,0,0
Crisp-150_421-back-6,-14.9325,20.215,-11.42,15.3175,-19.0975,25.265,0.54,0.05,Crisp,0,0
Crisp-150_421-back-7,-16.1325,22.1025,-11.28,15.01,-18.7925,24.8725,0.575,0.035,Crisp,0,0
Crisp-150_421-back-8,-14.4,19.625,-11.0775,14.7175,-19.4975,25.2825,0.5225,0.0325,Crisp,0,0
Crisp-150_421-back-9,-14.505,19.5725,-11.345,15.3325,-19.595,25.37,0.53,0.0875,Crisp,0,0
Crisp-150_421-right-0,-13.5325,19.305,-13.605,17.515,-18.8575,25.205,0.26,0.1025,Crisp,1,0
Crisp-150_421-right-1,-13.8275,19.34,-14.425,19.4975,-18.3875,24.58,0.385,0.06,Crisp,1,0
Crisp-150_421-right-2,-11.9025,17.915,-13.7125,18.0625,-19.4,25.675,0.435,0.0575,Crisp,1,0
Crisp-150_421-right-3,-11.9675,18.0,-13.695,18.1075,-19.225,25.4125,0.4575,0.0825,Crisp,1,0
Crisp-150_421-right-4,-12.505,18.025,-13.6525,18.6425,-19.0125,25.3975,0.5125,0.0675,Crisp,1,0
Crisp-150_421-right-5,-11.745,17.155,-14.8325,19.3475,-18.7425,24.9275,0.445,0.1125,Crisp,1,0
