,0,1,2,3,4,5,6,7,Target,Position_right,Position_top
Scrub-100_461-right-6,-16.5625,6.4125,-16.0825,5.26,-17.285,10.7125,0.6525,0.0225,Scrub,1,0
Scrub-100_461-right-7,-16.8725,8.4825,-16.295,3.0675,-17.175,11.2175,0.5325,0.0325,Scrub,1,0
Scrub-100_461-right-8,-16.695,7.945,-16.345,5.0825,-17.4425,11.5375,0.8125,0.0325,Scrub,1,0
Scrub-100_461-right-9,-16.7775,3.5425,-16.9075,4.3325,-17.3625,8.905,0.9025,0.0275,Scrub,1,0
Scrub-100_461-top-0,-15.4475,4.475,-15.92,4.825,-16.365,9.8025,2.055,0.0775,Scrub,0,1
Scrub-100_461-top-1,-15.3725,3.3775,-15.4675,55.4125,-15.715,8.3575,2.6775,0.06,Scrub,0,1
Scrub-100_461-top-2,-15.115,5.675,-15.52,4.765,-15.845,9.335,2.9575,0.0725,Scrub,0,1
Scrub-100_461-top-3,-15.8225,8.5675,-15.965,10.1375,-17.1975,11.95,3.0175,0.01,Scrub,0,1
Scrub-100_461-top-4,-15.6625,9.87,-15.7575,8.6175,-17.12,11.78,3.045,0.0275,Scrub,0,1
Scrub-100_461-top-5,-11.7025,16.3575,-11.6825,0.68,-16.285,11.26,3.0625,0.01,Scrub,0,1
Scrub-100_461-top-6,-15.43,4.2425,-15.6975,5.5725,-16.06,7.6625,3.065,0.0125,Scrub,0,1
Scrub-100_461-top-7,-11.6475,18.5575,-13.285,4.995,-14.6275,8.9375,3.06,0.0425,Scrub,0,1
Scrub-100_461-top-8,-15.98,8.05,-15.8375,49.96,-17.435,11.0725,3.06,0.02,Scrub,0,1
Scrub-100_461-top-9,-15.6425,8.59,-16.1475,11.02,-17.2175,12.02,3.0375,0.035,Scrub,0,1
Scrub-100_56-back-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-100_56-back-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-100_56-back-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-100_56-back-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-100_56-back-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-100_56-back-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-100_56-back-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-100_56-back-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-100_56-back-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-100_56-back-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-100_56-right-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-100_56-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-100_56-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-100_56-right-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-100_56-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-100_56-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-100_56-right-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-100_56-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-100_56-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-100_56-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-100_56-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_56-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-100_866-back-0,-20.295,22.505,-20.155,23.16,-20.72,23.39,1.0075,0.03,Scrub,0,0
Scrub-100_866-back-1,-21.36,24.42,-20.455,23.5275,-20.92,23.095,1.0,0.025,Scrub,0,0
Scrub-100_866-back-2,-21.2875,24.38,-19.9775,22.975,-20.7075,23.4575,0.99,0.03,Scrub,0,0
Scrub-100_866-back-3,-21.505,24.3,-20.1525,22.545,-20.855,23.2725,0.99,0.0425,Scrub,0,0
Scrub-100_866-back-4,-21.455,23.6925,-20.075,22.19,-20.855,22.9875,0.99,0.0825,Scrub,0,0
Scrub-100_866-back-5,-21.4275,24.48,-20.4325,22.62,-20.945,23.265,1.0025,0.11,Scrub,0,0
Scrub-100_866-back-6,-21.4375,24.5775,-20.165,22.575,-20.9675,23.2725,1.005,0.16,Scrub,0,0
Scrub-100_866-back-7,-21.455,24.2975,-20.08,22.9475,-20.745,23.73,1.0225,0.04,Scrub,0,0
Scrub-100_866-back-8,-21.5275,24.1225,-20.135,22.65,-20.835,23.7825,0.965,0.0575,Scrub,0,0
Scrub-100_866-back-9,-21.445,24.145,-19.86,22.8875,-21.0025,23.885,1.0475,0.0575,Scrub,0,0
Scrub-100_866-right-0,-16.1,2.5225,-16.69,3.1825,-17.36,10.8225,0.1625,0.075,Scrub,1,0
Scrub-100_866-right-1,-16.3725,5.7475,-16.965,4.575,-17.665,11.68,0.0875,0.055,Scrub,1,0
Scrub-100_866-right-2,-16.395,5.545,-16.58,4.81,-17.65,12.135,0.2425,0.0775,Scrub,1,0
Scrub-100_866-right-3,-16.345,6.255,-16.855,5.895,-17.7925,12.1,0.2425,0.1275,Scrub,1,0
Scrub-100_866-right-4,-16.4525,5.2375,-16.88,5.72,-18.1575,11.965,0.1275,0.0875,Scrub,1,0
Scrub-100_866-right-5,-16.2625,5.2725,-16.92,6.2475,-17.6275,10.7325,0.25,0.075,Scrub,1,0
Scrub-100_866-right-6,-16.305,6.7375,-16.76,6.2975,-17.875,12.3,0.13,0.055,Scrub,1,0
Scrub-100_866-right-7,-16.2175,6.56,-16.6575,5.15,-18.215,12.0225,0.055,0.045,Scrub,1,0
Scrub-100_866-right-8,-16.37,6.7225,-16.6075,5.805,-17.8525,10.875,0.0775,0.1025,Scrub,1,0
Scrub-100_866-right-9,-15.9675,7.4425,-16.43,6.385,-17.7125,11.2525,0.145,0.065,Scrub,1,0
Scrub-100_866-top-0,-16.0425,3.88,-16.14,4.82,-16.8875,10.43,0.8275,0.115,Scrub,0,1
Scrub-100_866-top-1,-15.8375,5.665,-16.135,6.3825,-16.67,10.5825,0.785,0.105,Scrub,0,1
Scrub-100_866-top-2,-16.015,4.99,-16.2325,6.105,-16.985,10.6475,0.795,0.0725,Scrub,0,1
Scrub-100_866-top-3,-15.955,4.235,-16.2825,5.8025,-16.97,10.2425,0.785,0.065,Scrub,0,1
Scrub-100_866-top-4,-15.8825,6.1675,-16.2875,6.92,-16.85,10.64,0.85,0.0675,Scrub,0,1
Scrub-100_866-top-5,-15.9375,4.9975,-16.215,6.485,-16.925,10.345,0.85,0.1525,Scrub,0,1
Scrub-100_866-top-6,-16.075,6.075,-16.1375,7.475,-16.84,10.6075,0.8625,0.1075,Scrub,0,1
Scrub-100_866-top-7,-15.82,6.7075,-16.1025,6.925,-16.9675,10.765,0.825,0.1475,Scrub,0,1
Scrub-100_866-top-8,-15.9825,6.6975,-16.2225,7.9125,-16.9475,11.0775,0.84,0.0775,Scrub,0,1
Scrub-100_866-top-9,-16.0025,6.105,-16.145,7.445,-17.205,10.7425,0.8725,0.1475,Scrub,0,1
Scrub-150_461-back-0,-20.8975,25.26,-20.535,24.12,-21.0725,23.5875,0.91,0.05,Scrub,0,0
Scrub-150_461-back-1,-20.8475,25.3875,-20.325,24.3775,-21.015,24.245,0.855,0.0875,Scrub,0,0
Scrub-150_461-back-2,-20.18,24.195,-20.4775,23.6325,-21.1525,24.5725,0.9675,0.035,Scrub,0,0
Scrub-150_461-back-3,-20.36,24.125,-20.6375,23.535,-21.13,24.6625,0.8825,0.0725,Scrub,0,0
Scrub-150_461-back-4,-20.965,24.705,-20.5725,23.0625,-21.2675,24.71,0.84,0.0775,Scrub,0,0
Scrub-150_461-back-5,-20.1525,24.595,-20.59,23.995,-21.165,25.1425,0.9025,0.105,Scrub,0,0
Scrub-150_461-back-6,-20.455,24.0925,-20.5825,23.2375,-20.95,24.3125,0.515,0.1225,Scrub,0,0
Scrub-150_461-back-7,-20.62,24.57,-20.6025,23.7325,-21.1175,24.225,0.4875,0.0825,Scrub,0,0
Scrub-150_461-back-8,-20.77,24.795,-20.565,23.8975,-21.235,24.31,0.525,0.03,Scrub,0,0
Scrub-150_461-back-9,-20.6175,24.3225,-20.0425,23.915,-21.2625,23.7125,0.5225,0.035,Scrub,0,0
Scrub-150_461-right-0,-12.2125,11.325,-12.035,7.56,-13.1275,12.8575,0.6,0.12,Scrub,1,0
Scrub-150_461-right-1,-13.7275,4.2425,-13.295,0.26,-14.5275,7.7075,0.38,0.015,Scrub,1,0
Scrub-150_461-right-2,-14.48,4.995,-13.295,1.5675,-14.4975,7.9525,0.3975,0.05,Scrub,1,0
Scrub-150_461-right-3,-16.8525,8.4675,-16.455,8.26,-17.5275,10.6625,0.765,0.0575,Scrub,1,0
Scrub-150_461-right-4,-12.6925,12.425,-12.3525,0.295,-13.3825,16.305,0.9,0.0325,Scrub,1,0
Scrub-150_461-right-5,-15.3,4.495,-12.8,-1.785,-14.765,9.18,0.5125,0.0575,Scrub,1,0
Scrub-150_461-right-6,-17.2475,9.35,-15.835,49.425,-17.2025,11.3425,0.8425,0.09,Scrub,1,0
Scrub-150_461-right-7,-17.0925,9.045,-16.7675,4.81,-17.4175,11.4425,0.835,0.055,Scrub,1,0
Scrub-150_461-right-8,-16.95,9.93,-16.6175,6.3575,-17.3575,11.5175,0.8725,0.0475,Scrub,1,0
Scrub-150_461-right-9,-18.0475,5.635,-16.6475,-0.755,-17.4575,8.03,0.6475,0.0375,Scrub,1,0
Scrub-150_461-top-0,-15.9575,11.1775,-15.7575,47.31,-17.245,10.7725,3.0425,0.0375,Scrub,0,1
Scrub-150_461-top-1,-16.4825,7.99,-15.9275,3.9525,-17.4775,10.3125,3.0425,0.0,Scrub,0,1
Scrub-150_461-top-2,-15.8825,10.595,-15.7225,55.2975,-16.7975,12.3075,3.0375,0.0725,Scrub,0,1
Scrub-150_461-top-3,-11.28,22.6,-11.8025,-0.455,-14.415,9.7675,3.0425,0.09,Scrub,0,1
Scrub-150_461-top-4,-11.21,25.6275,-11.89,-0.455,-14.4725,9.74,3.0225,0.045,Scrub,0,1
Scrub-150_461-top-5,-16.24,5.6875,-15.54,5.195,-17.435,9.2925,3.0375,0.0325,Scrub,0,1
Scrub-150_461-top-6,-15.9,10.9975,-15.9275,3.205,-17.44,7.75,3.0575,0.04,Scrub,0,1
Scrub-150_461-top-7,-15.565,7.5825,-15.7075,46.6275,-16.5975,11.135,3.045,0.0525,Scrub,0,1
Scrub-150_461-top-8,-16.2525,9.145,-15.7525,35.625,-16.99,11.9925,3.74,0.05,Scrub,0,1
Scrub-150_461-top-9,-15.87,11.6875,-15.9775,1.78,-18.6675,7.925,4.03,0.035,Scrub,0,1
Scrub-150_56-back-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-150_56-back-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-150_56-back-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-150_56-back-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-150_56-back-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-150_56-back-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-150_56-back-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-150_56-back-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-150_56-back-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-150_56-back-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-150_56-right-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-150_56-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-150_56-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-150_56-right-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-150_56-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-150_56-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-150_56-right-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-150_56-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-150_56-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-150_56-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-150_56-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-150_56-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-150_56-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-150_56-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-150_56-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-150_56-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-150_56-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-150_56-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-150_56-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-150_56-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-150_866-back-0,-20.3725,24.9025,-20.1775,25.04,-20.55,21.655,1.06,0.085,Scrub,0,0
Scrub-150_866-back-1,-21.1425,27.33,-20.46,26.3025,-20.9875,21.94,1.08,0.025,Scrub,0,0
Scrub-150_866-back-2,-21.195,27.725,-20.415,26.55,-20.925,22.4175,1.055,0.0175,Scrub,0,0
Scrub-150_866-back-3,-21.2225,27.4325,-20.435,26.2775,-21.0225,22.0075,1.065,0.015,Scrub,0,0
Scrub-150_866-back-4,-21.3175,25.1525,-20.35,24.285,-20.6725,23.515,1.0125,0.0875,Scrub,0,0
Scrub-150_866-back-5,-21.425,25.095,-20.57,23.965,-20.7575,23.105,0.9825,0.1125,Scrub,0,0
Scrub-150_866-back-6,-21.5325,25.075,-20.6125,23.9775,-20.91,22.885,1.0,0.0175,Scrub,0,0
Scrub-150_866-back-7,-21.37,25.0,-20.6675,24.495,-20.7625,22.96,1.0025,0.025,Scrub,0,0
Scrub-150_866-back-8,-20.455,21.77,-20.535,22.5025,-20.475,22.0825,1.0,0.0,Scrub,0,0
Scrub-150_866-back-9,-21.4,25.2725,-20.4075,24.385,-20.6175,23.2425,1.0,0.0025,Scrub,0,0
Scrub-150_866-right-0,-16.715,8.9175,-16.675,7.3425,-18.095,11.195,0.085,0.0325,Scrub,1,0
Scrub-150_866-right-1,-16.565,8.72,-16.805,7.9025,-18.025,12.455,0.12,0.1125,Scrub,1,0
Scrub-150_866-right-2,-16.61,8.76,-16.6225,7.8,-18.1725,11.6425,0.11,0.045,Scrub,1,0
Scrub-150_866-right-3,-16.5075,9.4525,-16.58,7.9475,-18.08,12.3,0.1375,0.075,Scrub,1,0
Scrub-150_866-right-4,-17.025,8.8925,-16.95,7.075,-18.2925,11.7725,0.33,0.0375,Scrub,1,0
Scrub-150_866-right-5,-16.6225,8.9475,-16.595,7.43,-18.16,11.0325,0.1725,0.0425,Scrub,1,0
Scrub-150_866-right-6,-17.06,10.0625,-16.4225,7.715,-18.2525,11.17,0.0625,0.0175,Scrub,1,0
Scrub-150_866-right-7,-16.6425,8.655,-16.6325,7.58,-17.98,10.7525,0.105,0.175,Scrub,1,0
Scrub-150_866-right-8,-16.355,7.9875,-16.83,7.33,-17.895,10.76,0.0825,0.0325,Scrub,1,0
Scrub-150_866-right-9,-16.5225,9.63,-16.5025,7.8825,-18.1925,12.3725,0.0725,0.0725,Scrub,1,0
Scrub-150_866-top-0,-16.0875,10.41,-16.595,21.42,-16.9575,10.7575,0.74,0.1025,Scrub,0,1
Scrub-150_866-top-1,-15.905,8.1675,-16.5225,8.215,-16.8325,10.79,0.7675,0.1375,Scrub,0,1
Scrub-150_866-top-2,-15.7175,10.965,-16.41,8.9125,-16.7675,11.3675,0.8025,0.085,Scrub,0,1
Scrub-150_866-top-3,-16.0175,8.385,-16.4225,8.475,-17.0225,11.1425,0.7525,0.0675,Scrub,0,1
Scrub-150_866-top-4,-16.19,6.7375,-16.38,7.685,-17.24,10.8025,0.8,0.055,Scrub,0,1
Scrub-150_866-top-5,-15.975,8.8,-16.5325,8.5975,-16.9725,11.1625,0.89,0.125,Scrub,0,1
Scrub-150_866-top-6,-15.8525,9.97,-16.6225,7.8125,-16.845,11.0625,0.84,0.1275,Scrub,0,1
Scrub-150_866-top-7,-15.7775,9.945,-16.5225,8.54,-16.665,10.8675,0.81,0.135,Scrub,0,1
Scrub-150_866-top-8,-15.65,10.5525,-16.675,8.0575,-16.8325,11.03,0.84,0.1325,Scrub,0,1
Scrub-150_866-top-9,-16.3125,8.8525,-16.4175,9.51,-16.985,10.945,0.7875,0.1625,Scrub,0,1
Scrub-50_461-back-0,-19.7125,20.145,-20.1825,17.765,-20.1275,20.4475,0.9175,0.015,Scrub,0,0
Scrub-50_461-back-1,-19.925,20.6025,-20.42,19.36,-20.91,21.885,0.875,0.0425,Scrub,0,0
Scrub-50_461-back-2,-19.795,19.2125,-20.1525,18.645,-20.62,23.215,0.97,0.045,Scrub,0,0
Scrub-50_461-back-3,-19.8325,18.65,-20.355,20.4325,-20.65,22.985,0.8925,0.06,Scrub,0,0
Scrub-50_461-back-4,-19.8125,21.28,-20.41,21.9675,-20.63,24.415,0.9325,0.07,Scrub,0,0
Scrub-50_461-back-5,-19.96,19.62,-20.5375,20.24,-20.85,23.195,0.93,0.025,Scrub,0,0
Scrub-50_461-back-6,-19.68,19.805,-20.33,21.1375,-20.645,23.4325,0.9275,0.0525,Scrub,0,0
Scrub-50_461-back-7,-20.11,19.0725,-20.5025,20.01,-21.0225,23.03,0.9075,0.0525,Scrub,0,0
Scrub-50_461-back-8,-19.85,19.12,-20.4175,21.1525,-20.7425,23.6425,0.8875,0.055,Scrub,0,0
Scrub-50_461-back-9,-19.9875,20.2925,-20.0125,21.65,-20.88,22.46,0.945,0.0175,Scrub,0,0
Scrub-50_461-right-0,-16.4575,0.5325,-17.655,-1.47,-15.8025,4.8975,0.9725,0.055,Scrub,1,0
Scrub-50_461-right-1,-16.11,1.0625,-16.345,-0.82,-16.9925,10.0075,0.8975,0.07,Scrub,1,0
Scrub-50_461-right-2,-16.0575,0.37,-16.84,2.17,-17.3275,5.7275,0.91,0.085,Scrub,1,0
Scrub-50_461-right-3,-15.9375,0.5225,-16.545,51.02,-16.42,5.09,0.69,0.075,Scrub,1,0
Scrub-50_461-right-4,-15.96,1.0325,-16.055,51.2675,-16.4925,7.57,0.58,0.1075,Scrub,1,0
Scrub-50_461-right-5,-15.7625,0.1225,-16.5225,4.75,-15.8975,4.99,0.5425,0.04,Scrub,1,0
Scrub-50_461-right-6,-15.98,1.555,-16.0175,5.205,-16.72,8.91,0.7325,0.07,Scrub,1,0
Scrub-50_461-right-7,-16.05,0.22,-16.6825,1.0925,-17.05,6.745,0.5325,0.1425,Scrub,1,0
Scrub-50_461-right-8,-15.975,0.82,-16.1625,4.755,-16.7825,7.265,0.565,0.105,Scrub,1,0
Scrub-50_461-right-9,-16.205,0.64,-15.9625,3.89,-17.335,8.28,0.57,0.0325,Scrub,1,0
Scrub-50_461-top-0,-14.9475,1.9625,-15.1825,0.425,-15.42,3.6125,0.355,0.0775,Scrub,0,1
Scrub-50_461-top-1,-15.075,1.8975,-16.0,0.19,-16.2075,3.98,0.16,0.0775,Scrub,0,1
Scrub-50_461-top-2,-15.2225,0.5275,-15.6725,1.1575,-16.1375,4.96,0.245,0.0425,Scrub,0,1
Scrub-50_461-top-3,-11.035,3.1425,-11.69,5.3275,-12.01,13.465,0.2,0.085,Scrub,0,1
Scrub-50_461-top-4,-15.5475,0.2825,-16.1425,1.4425,-16.66,6.285,0.135,0.05,Scrub,0,1
Scrub-50_461-top-5,-15.0225,2.345,-16.1225,3.5375,-16.06,5.125,0.11,0.03,Scrub,0,1
Scrub-50_461-top-6,-11.56,0.125,-12.1975,0.1525,-12.5625,5.3325,2.0325,0.0425,Scrub,0,1
Scrub-50_461-top-7,-15.46,1.8025,-15.74,3.835,-16.3575,8.745,2.0175,0.025,Scrub,0,1
Scrub-50_461-top-8,-15.2875,1.125,-15.855,1.2475,-16.385,6.2525,1.9825,0.075,Scrub,0,1
Scrub-50_461-top-9,-15.19,2.7875,-15.9175,2.625,-16.095,5.2425,2.065,0.0325,Scrub,0,1
Scrub-50_56-back-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-50_56-back-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-50_56-back-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-50_56-back-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-50_56-back-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-50_56-back-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-50_56-back-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-50_56-back-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-50_56-back-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-50_56-back-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,0
Scrub-50_56-right-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-50_56-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-50_56-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-50_56-right-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-50_56-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-50_56-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-50_56-right-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-50_56-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-50_56-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-50_56-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,1,0
Scrub-50_56-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-50_56-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-50_56-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-50_56-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-50_56-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-50_56-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-50_56-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-50_56-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-50_56-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-50_56-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scrub,0,1
Scrub-50_866-back-0,-19.8675,18.5725,-19.4375,18.305,-20.2275,20.5675,1.0075,0.0475,Scrub,0,0
Scrub-50_866-back-1,-20.5575,20.5575,-19.8475,19.5925,-20.675,21.6075,1.0075,0.025,Scrub,0,0
Scrub-50_866-back-2,-20.9625,20.1325,-19.5175,17.4075,-20.655,21.5925,0.995,0.0775,Scrub,0,0
Scrub-50_866-back-3,-20.24,17.87,-19.7575,20.38,-20.645,22.165,0.985,0.1175,Scrub,0,0
Scrub-50_866-back-4,-20.315,19.6025,-19.845,21.7925,-20.6175,22.265,0.985,0.0925,Scrub,0,0
Scrub-50_866-back-5,-20.5725,19.3225,-19.9725,20.3375,-20.7675,21.92,0.97,0.055,Scrub,0,0
Scrub-50_866-back-6,-20.505,18.55,-19.9925,20.63,-20.7375,22.09,0.9625,0.14,Scrub,0,0
Scrub-50_866-back-7,-20.1375,18.655,-19.975,22.0325,-20.6075,22.3325,0.9975,0.1375,Scrub,0,0
Scrub-50_866-back-8,-20.225,17.415,-20.0475,20.9725,-20.6575,22.0125,1.045,0.0525,Scrub,0,0
Scrub-50_866-back-9,-20.08,18.015,-20.2225,20.4375,-20.595,22.6775,1.015,0.1125,Scrub,0,0
Scrub-50_866-right-0,-16.33,4.1175,-16.815,2.9925,-16.645,7.13,0.8825,0.045,Scrub,1,0
Scrub-50_866-right-1,-16.2,0.82,-16.7975,-0.0975,-17.15,10.8975,0.6075,0.06,Scrub,1,0
Scrub-50_866-right-2,-16.17,0.33,-16.71,0.9675,-17.025,10.0075,0.3825,0.075,Scrub,1,0
Scrub-50_866-right-3,-16.0175,1.0375,-16.6225,0.995,-17.37,10.1125,0.295,0.095,Scrub,1,0
Scrub-50_866-right-4,-15.96,0.8575,-16.255,0.9775,-17.5025,10.47,0.3175,0.1725,Scrub,1,0
