,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,3_0,3_1,3_2,3_3,3_4,3_5,3_6,3_7,Target
Tomato-50_164-back-3,-23.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,2.0,44.0,12.0,41.0,4.0,47.0,1.0,0.0,2.0,58.0,12.0,43.0,4.0,48.0,2.0,0.0,Tomato
Tomato-50_164-back-4,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,2.0,42.0,13.0,41.0,4.0,49.0,1.0,0.0,2.0,59.0,13.0,42.0,3.0,49.0,2.0,0.0,Tomato
Tomato-50_164-back-5,-25.0,0.0,-25.0,4.0,-25.0,0.0,1.0,0.0,4.0,41.0,14.0,39.0,2.0,51.0,0.0,0.0,4.0,57.0,14.0,40.0,2.0,52.0,2.0,0.0,Tomato
Tomato-50_164-back-6,-22.0,1.0,-24.0,0.0,-25.0,0.0,1.0,0.0,5.0,41.0,10.0,41.0,2.0,49.0,0.0,0.0,5.0,53.0,13.0,42.0,2.0,50.0,2.0,0.0,Tomato
Tomato-50_164-back-7,-23.0,0.0,-25.0,0.0,-25.0,0.0,2.0,0.0,3.0,46.0,14.0,40.0,3.0,50.0,1.0,0.0,3.0,58.0,14.0,40.0,2.0,51.0,1.0,0.0,Tomato
Tomato-50_164-back-8,-23.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,4.0,41.0,15.0,38.0,2.0,52.0,1.0,0.0,5.0,57.0,15.0,38.0,2.0,53.0,1.0,0.0,Tomato
Tomato-50_164-back-9,-24.0,0.0,-25.0,0.0,-25.0,0.0,2.0,0.0,6.0,45.0,14.0,41.0,0.0,55.0,1.0,0.0,6.0,55.0,15.0,43.0,0.0,56.0,1.0,0.0,Tomato
Tomato-50_164-right-0,-23.0,0.0,-26.0,0.0,-24.0,0.0,1.0,0.0,-2.0,39.0,-6.0,37.0,6.0,43.0,1.0,0.0,-1.0,43.0,-4.0,48.0,7.0,46.0,1.0,0.0,Tomato
Tomato-50_164-right-1,-21.0,0.0,-24.0,0.0,-24.0,0.0,1.0,0.0,6.0,45.0,2.0,47.0,6.0,42.0,2.0,0.0,6.0,51.0,1.0,49.0,6.0,45.0,2.0,0.0,Tomato
Tomato-50_164-right-2,-25.0,0.0,-26.0,0.0,-24.0,0.0,1.0,0.0,1.0,42.0,-1.0,41.0,10.0,39.0,1.0,0.0,2.0,58.0,0.0,59.0,10.0,41.0,1.0,0.0,Tomato
Tomato-50_164-right-3,-23.0,0.0,-24.0,1.0,-24.0,0.0,1.0,0.0,5.0,42.0,0.0,44.0,8.0,45.0,1.0,0.0,5.0,59.0,0.0,62.0,8.0,47.0,2.0,0.0,Tomato
Tomato-50_164-right-4,-24.0,0.0,-24.0,0.0,-24.0,0.0,2.0,0.0,8.0,42.0,3.0,45.0,6.0,48.0,1.0,0.0,8.0,52.0,3.0,56.0,6.0,49.0,1.0,0.0,Tomato
Tomato-50_164-right-5,-22.0,0.0,-23.0,0.0,-24.0,0.0,2.0,0.0,6.0,40.0,2.0,42.0,8.0,47.0,2.0,0.0,6.0,56.0,2.0,60.0,8.0,47.0,1.0,0.0,Tomato
Tomato-50_164-right-6,-23.0,0.0,-24.0,0.0,-24.0,0.0,1.0,0.0,6.0,47.0,2.0,46.0,7.0,42.0,1.0,0.0,6.0,50.0,3.0,51.0,7.0,44.0,2.0,0.0,Tomato
Tomato-50_164-right-7,-25.0,0.0,-25.0,0.0,-24.0,0.0,1.0,0.0,6.0,44.0,1.0,45.0,7.0,48.0,1.0,0.0,6.0,55.0,2.0,61.0,7.0,48.0,1.0,0.0,Tomato
Tomato-50_164-right-8,-20.0,0.0,-22.0,0.0,-24.0,0.0,1.0,0.0,5.0,45.0,2.0,42.0,7.0,49.0,1.0,0.0,7.0,54.0,2.0,59.0,7.0,49.0,1.0,0.0,Tomato
Tomato-50_164-right-9,-22.0,0.0,-25.0,0.0,-24.0,0.0,4.0,0.0,4.0,41.0,2.0,48.0,8.0,47.0,1.0,0.0,5.0,57.0,2.0,60.0,7.0,48.0,2.0,0.0,Tomato
Tomato-50_164-top-0,-19.0,0.0,-16.0,0.0,-24.0,0.0,1.0,0.0,4.0,1.0,4.0,13.0,0.0,15.0,1.0,0.0,4.0,2.0,5.0,12.0,0.0,15.0,1.0,0.0,Tomato
Tomato-50_164-top-1,-17.0,-2.0,-20.0,0.0,-24.0,0.0,1.0,0.0,7.0,-3.0,9.0,-2.0,2.0,11.0,1.0,0.0,7.0,-2.0,9.0,5.0,2.0,11.0,2.0,0.0,Tomato
Tomato-50_164-top-2,-19.0,-2.0,-19.0,-2.0,-24.0,0.0,1.0,0.0,8.0,0.0,6.0,2.0,2.0,10.0,0.0,0.0,8.0,1.0,5.0,0.0,2.0,10.0,1.0,0.0,Tomato
Tomato-50_164-top-3,-18.0,-2.0,-19.0,3.0,-24.0,0.0,1.0,0.0,8.0,7.0,2.0,-3.0,3.0,13.0,4.0,0.0,8.0,8.0,4.0,-1.0,3.0,13.0,1.0,0.0,Tomato
Tomato-50_164-top-4,-22.0,-1.0,-17.0,-2.0,-24.0,0.0,1.0,0.0,7.0,1.0,5.0,0.0,2.0,14.0,1.0,0.0,7.0,2.0,4.0,-2.0,1.0,14.0,1.0,0.0,Tomato
Tomato-50_164-top-5,-23.0,0.0,-21.0,-2.0,-24.0,0.0,1.0,0.0,7.0,1.0,4.0,0.0,2.0,15.0,1.0,0.0,7.0,2.0,3.0,2.0,2.0,15.0,1.0,0.0,Tomato
Tomato-50_164-top-6,-19.0,-1.0,-17.0,0.0,-24.0,0.0,1.0,0.0,6.0,1.0,10.0,3.0,2.0,12.0,1.0,0.0,6.0,1.0,2.0,0.0,2.0,12.0,1.0,0.0,Tomato
Tomato-50_164-top-7,-18.0,-2.0,-19.0,0.0,-24.0,0.0,1.0,0.0,7.0,1.0,4.0,3.0,2.0,13.0,1.0,0.0,7.0,2.0,5.0,4.0,2.0,14.0,1.0,0.0,Tomato
Tomato-50_164-top-8,-24.0,0.0,-27.0,-3.0,-24.0,0.0,1.0,0.0,7.0,0.0,7.0,4.0,3.0,11.0,1.0,0.0,7.0,0.0,11.0,5.0,2.0,11.0,1.0,0.0,Tomato
Tomato-50_164-top-9,-20.0,0.0,-22.0,-1.0,-24.0,0.0,1.0,0.0,8.0,7.0,3.0,0.0,4.0,13.0,1.0,0.0,8.0,7.0,1.0,0.0,3.0,13.0,1.0,0.0,Tomato
Tomato-50_286-back-0,-23.0,3.0,-24.0,3.0,-24.0,0.0,1.0,0.0,5.0,54.0,11.0,43.0,0.0,64.0,1.0,0.0,5.0,58.0,14.0,29.0,0.0,65.0,2.0,0.0,Tomato
Tomato-50_286-back-1,-25.0,0.0,-27.0,2.0,-25.0,0.0,1.0,0.0,5.0,43.0,14.0,40.0,1.0,62.0,1.0,0.0,5.0,58.0,14.0,46.0,1.0,63.0,2.0,0.0,Tomato
Tomato-50_286-back-2,-23.0,2.0,-22.0,0.0,-23.0,0.0,1.0,0.0,6.0,41.0,15.0,38.0,0.0,65.0,1.0,0.0,6.0,56.0,15.0,38.0,0.0,65.0,0.0,0.0,Tomato
Tomato-50_286-back-3,-22.0,1.0,-22.0,0.0,-23.0,0.0,1.0,0.0,8.0,45.0,15.0,42.0,-2.0,62.0,1.0,0.0,8.0,54.0,15.0,38.0,-2.0,67.0,1.0,0.0,Tomato
Tomato-50_286-back-4,-23.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,8.0,48.0,17.0,34.0,-4.0,67.0,1.0,0.0,9.0,52.0,16.0,34.0,-4.0,69.0,1.0,0.0,Tomato
Tomato-50_286-back-5,-23.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,9.0,43.0,16.0,40.0,-5.0,64.0,1.0,0.0,9.0,51.0,17.0,43.0,-5.0,70.0,1.0,0.0,Tomato
Tomato-50_286-back-6,-24.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,11.0,44.0,17.0,34.0,-7.0,65.0,1.0,0.0,11.0,49.0,17.0,37.0,-8.0,72.0,1.0,0.0,Tomato
Tomato-50_286-back-7,-24.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,10.0,45.0,18.0,37.0,-8.0,67.0,1.0,0.0,10.0,49.0,18.0,36.0,-8.0,72.0,1.0,0.0,Tomato
Tomato-50_286-back-8,-24.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,11.0,40.0,17.0,41.0,-9.0,65.0,1.0,0.0,11.0,47.0,16.0,41.0,-9.0,73.0,1.0,0.0,Tomato
Tomato-50_286-back-9,-24.0,0.0,-19.0,1.0,-25.0,0.0,1.0,0.0,11.0,44.0,17.0,39.0,-9.0,68.0,1.0,0.0,11.0,48.0,18.0,31.0,-9.0,74.0,1.0,0.0,Tomato
Tomato-50_286-top-0,-18.0,-1.0,-20.0,0.0,-24.0,0.0,1.0,0.0,4.0,3.0,4.0,13.0,0.0,15.0,1.0,0.0,4.0,4.0,5.0,13.0,0.0,15.0,1.0,0.0,Tomato
Tomato-50_286-top-1,-17.0,-2.0,-20.0,0.0,-24.0,0.0,1.0,0.0,8.0,0.0,6.0,1.0,3.0,10.0,1.0,0.0,8.0,1.0,4.0,2.0,3.0,11.0,1.0,0.0,Tomato
Tomato-50_286-top-2,-22.0,0.0,-24.0,2.0,-24.0,0.0,1.0,0.0,7.0,0.0,5.0,2.0,2.0,13.0,1.0,0.0,7.0,1.0,5.0,3.0,2.0,13.0,0.0,0.0,Tomato
Tomato-50_286-top-3,-16.0,-3.0,-18.0,0.0,-23.0,0.0,1.0,0.0,7.0,1.0,5.0,0.0,3.0,12.0,1.0,0.0,7.0,2.0,6.0,2.0,3.0,13.0,1.0,0.0,Tomato
Tomato-50_286-top-4,-17.0,-4.0,-19.0,-1.0,-24.0,0.0,1.0,0.0,8.0,4.0,4.0,-2.0,4.0,10.0,1.0,0.0,8.0,5.0,6.0,-2.0,4.0,11.0,1.0,0.0,Tomato
Tomato-50_286-top-5,-16.0,-1.0,-18.0,0.0,-24.0,0.0,1.0,0.0,6.0,-2.0,4.0,-1.0,4.0,13.0,1.0,0.0,6.0,0.0,5.0,0.0,4.0,13.0,1.0,0.0,Tomato
Tomato-50_286-top-6,-19.0,-1.0,-21.0,0.0,-24.0,0.0,1.0,0.0,5.0,0.0,5.0,3.0,4.0,11.0,1.0,0.0,6.0,0.0,5.0,3.0,4.0,11.0,1.0,0.0,Tomato
Tomato-50_286-top-7,-19.0,-2.0,-20.0,0.0,-24.0,0.0,1.0,0.0,6.0,-3.0,5.0,2.0,3.0,12.0,1.0,0.0,7.0,-2.0,5.0,2.0,3.0,13.0,1.0,4.0,Tomato
Tomato-50_286-top-8,-16.0,0.0,-19.0,0.0,-23.0,0.0,1.0,0.0,7.0,1.0,4.0,0.0,4.0,13.0,1.0,0.0,8.0,1.0,5.0,0.0,4.0,13.0,1.0,0.0,Tomato
Tomato-50_286-top-9,-18.0,-2.0,-20.0,0.0,-24.0,0.0,1.0,0.0,6.0,1.0,5.0,3.0,3.0,12.0,2.0,0.0,7.0,2.0,5.0,4.0,3.0,11.0,1.0,0.0,Tomato
Tomato-50_43-back-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-back-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-back-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-back-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-back-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-back-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-back-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-back-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-back-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-back-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-right-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-right-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-right-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Tomato-50_43-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomato
Water-100_1045-back-0,-22.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-21.0,30.0,-21.0,37.0,-21.0,15.0,1.0,0.0,-16.0,74.0,-17.0,78.0,-16.0,82.0,1.0,0.0,Water
Water-100_1045-back-1,-23.0,0.0,-25.0,1.0,-25.0,0.0,1.0,0.0,-22.0,31.0,-21.0,37.0,-21.0,17.0,1.0,1.0,-17.0,74.0,-17.0,80.0,-17.0,85.0,0.0,0.0,Water
Water-100_1045-back-2,-22.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,-21.0,31.0,-21.0,36.0,-22.0,17.0,1.0,0.0,-16.0,82.0,-17.0,78.0,-16.0,81.0,0.0,0.0,Water
Water-100_1045-back-3,-24.0,0.0,-24.0,2.0,-25.0,0.0,1.0,0.0,-25.0,30.0,-21.0,36.0,-21.0,17.0,1.0,0.0,-17.0,77.0,-17.0,80.0,-17.0,82.0,1.0,0.0,Water
Water-100_1045-back-4,-19.0,1.0,-23.0,-1.0,-25.0,0.0,1.0,0.0,-22.0,35.0,-21.0,36.0,-21.0,16.0,1.0,0.0,-16.0,64.0,-17.0,71.0,-16.0,81.0,1.0,0.0,Water
Water-100_1045-back-5,-22.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-21.0,30.0,-21.0,36.0,-21.0,17.0,1.0,0.0,-17.0,76.0,-17.0,73.0,-16.0,78.0,1.0,0.0,Water
Water-100_1045-back-6,-21.0,2.0,-22.0,0.0,-25.0,0.0,1.0,0.0,-21.0,28.0,-21.0,38.0,-22.0,17.0,1.0,0.0,-16.0,73.0,-17.0,72.0,-16.0,82.0,1.0,0.0,Water
Water-100_1045-back-7,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-26.0,31.0,-21.0,36.0,-21.0,17.0,1.0,0.0,-15.0,74.0,-17.0,72.0,-16.0,83.0,0.0,0.0,Water
Water-100_1045-back-8,-22.0,1.0,-23.0,0.0,-25.0,0.0,0.0,0.0,-21.0,30.0,-21.0,36.0,-21.0,17.0,1.0,0.0,-15.0,73.0,-17.0,69.0,-17.0,84.0,1.0,0.0,Water
Water-100_1045-back-9,-23.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-21.0,30.0,-21.0,36.0,-21.0,17.0,1.0,0.0,-16.0,72.0,-17.0,71.0,-16.0,83.0,1.0,0.0,Water
Water-100_1045-right-0,-19.0,0.0,-21.0,0.0,-25.0,0.0,1.0,0.0,-4.0,6.0,-4.0,11.0,-4.0,20.0,1.0,0.0,-1.0,37.0,-4.0,24.0,-2.0,52.0,1.0,0.0,Water
Water-100_1045-right-1,-19.0,0.0,-21.0,0.0,-25.0,0.0,1.0,0.0,-4.0,11.0,-4.0,13.0,-5.0,18.0,1.0,0.0,-1.0,45.0,-3.0,25.0,-2.0,49.0,1.0,0.0,Water
Water-100_1045-right-2,-24.0,0.0,-25.0,-2.0,-25.0,0.0,1.0,0.0,-5.0,8.0,-4.0,13.0,-6.0,18.0,1.0,0.0,-1.0,39.0,-3.0,26.0,-3.0,48.0,1.0,0.0,Water
Water-100_1045-right-3,-19.0,0.0,-21.0,0.0,-25.0,0.0,1.0,0.0,-4.0,10.0,-4.0,12.0,-5.0,18.0,0.0,0.0,-2.0,40.0,-3.0,25.0,-2.0,49.0,1.0,0.0,Water
Water-100_1045-right-4,-19.0,0.0,-22.0,0.0,-25.0,0.0,1.0,0.0,-4.0,10.0,-4.0,13.0,-5.0,19.0,0.0,0.0,-2.0,41.0,-3.0,24.0,-2.0,51.0,1.0,0.0,Water
Water-100_1045-right-5,-20.0,0.0,-22.0,0.0,-25.0,0.0,1.0,0.0,-5.0,11.0,-4.0,12.0,-6.0,19.0,1.0,0.0,-1.0,38.0,-3.0,24.0,-2.0,51.0,0.0,0.0,Water
Water-100_1045-right-6,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-5.0,11.0,-4.0,12.0,-5.0,19.0,0.0,0.0,-1.0,40.0,-3.0,22.0,-2.0,54.0,0.0,0.0,Water
Water-100_1045-right-7,-20.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-4.0,9.0,-4.0,12.0,-5.0,19.0,1.0,0.0,-1.0,45.0,-3.0,24.0,-2.0,51.0,1.0,0.0,Water
Water-100_1045-right-8,-24.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,-4.0,10.0,-4.0,12.0,-5.0,19.0,0.0,0.0,-1.0,40.0,-3.0,25.0,-2.0,48.0,1.0,0.0,Water
Water-100_1045-right-9,-21.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,-5.0,9.0,-4.0,12.0,-5.0,18.0,1.0,0.0,0.0,42.0,-3.0,28.0,-1.0,42.0,0.0,0.0,Water
Water-100_558-back-0,-25.0,1.0,-25.0,0.0,-25.0,0.0,0.0,0.0,-22.0,28.0,-21.0,33.0,-22.0,24.0,0.0,1.0,-16.0,70.0,-16.0,65.0,-17.0,85.0,1.0,0.0,Water
Water-100_558-back-1,-25.0,2.0,-25.0,0.0,-25.0,0.0,0.0,0.0,-23.0,31.0,-23.0,36.0,-22.0,24.0,1.0,1.0,-16.0,62.0,-18.0,82.0,-16.0,84.0,1.0,0.0,Water
Water-100_558-back-2,-25.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-23.0,32.0,-22.0,36.0,-21.0,21.0,0.0,4.0,-17.0,80.0,-16.0,67.0,-17.0,84.0,1.0,0.0,Water
Water-100_558-back-3,-25.0,1.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-23.0,32.0,-22.0,36.0,-22.0,23.0,1.0,0.0,-16.0,76.0,-16.0,72.0,-16.0,84.0,0.0,0.0,Water
Water-100_558-back-4,-24.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,-26.0,37.0,-23.0,36.0,-22.0,23.0,0.0,1.0,-17.0,74.0,-16.0,71.0,-17.0,82.0,0.0,0.0,Water
Water-100_558-back-5,-24.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-28.0,37.0,-22.0,35.0,-22.0,23.0,1.0,1.0,-15.0,75.0,-16.0,63.0,-17.0,84.0,0.0,0.0,Water
Water-100_558-back-6,-24.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,-23.0,33.0,-22.0,36.0,-21.0,19.0,1.0,1.0,-16.0,67.0,-16.0,62.0,-16.0,83.0,1.0,0.0,Water
Water-100_558-back-7,-23.0,1.0,-25.0,0.0,-25.0,0.0,0.0,4.0,-23.0,32.0,-22.0,36.0,-22.0,21.0,0.0,0.0,-16.0,74.0,-16.0,73.0,-16.0,83.0,0.0,0.0,Water
Water-100_558-back-8,-24.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,-27.0,35.0,-23.0,36.0,-21.0,23.0,0.0,0.0,-16.0,73.0,-16.0,71.0,-16.0,81.0,0.0,0.0,Water
Water-100_558-back-9,-25.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-23.0,31.0,-23.0,36.0,-22.0,22.0,1.0,0.0,-16.0,66.0,-16.0,68.0,-16.0,85.0,0.0,0.0,Water
Water-100_558-right-0,-21.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-3.0,11.0,-3.0,14.0,-6.0,16.0,0.0,0.0,-2.0,41.0,-3.0,24.0,-2.0,53.0,1.0,0.0,Water
Water-100_558-right-1,-17.0,0.0,-20.0,0.0,-25.0,0.0,1.0,0.0,-5.0,9.0,-3.0,15.0,-7.0,18.0,1.0,0.0,-1.0,49.0,-3.0,29.0,-2.0,54.0,0.0,0.0,Water
Water-100_558-right-2,-23.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-6.0,11.0,-4.0,12.0,-6.0,17.0,1.0,0.0,-1.0,34.0,-3.0,24.0,-2.0,54.0,0.0,0.0,Water
Water-100_558-right-3,-20.0,0.0,-20.0,-1.0,-25.0,0.0,0.0,0.0,-5.0,12.0,-3.0,12.0,-6.0,17.0,0.0,0.0,-1.0,46.0,-3.0,29.0,-1.0,44.0,0.0,0.0,Water
Water-100_558-right-4,-17.0,0.0,-20.0,0.0,-25.0,0.0,0.0,0.0,-7.0,13.0,-4.0,13.0,-6.0,17.0,1.0,0.0,-1.0,40.0,-3.0,25.0,-2.0,55.0,0.0,0.0,Water
Water-100_558-right-5,-24.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,-4.0,11.0,-4.0,14.0,-6.0,17.0,0.0,0.0,0.0,42.0,-4.0,31.0,-2.0,53.0,1.0,0.0,Water
Water-100_558-right-6,-23.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-3.0,11.0,-4.0,14.0,-6.0,17.0,1.0,0.0,-1.0,47.0,-3.0,29.0,-2.0,54.0,0.0,2.0,Water
Water-100_558-right-7,-18.0,0.0,-21.0,0.0,-25.0,0.0,0.0,0.0,-6.0,15.0,-3.0,14.0,-6.0,17.0,1.0,0.0,-2.0,46.0,-3.0,29.0,-2.0,54.0,0.0,0.0,Water
Water-100_558-right-8,-19.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,-5.0,13.0,-4.0,15.0,-6.0,17.0,0.0,0.0,0.0,41.0,-3.0,25.0,-2.0,57.0,0.0,0.0,Water
Water-100_558-right-9,-18.0,0.0,-21.0,0.0,-25.0,0.0,1.0,0.0,-3.0,11.0,-4.0,15.0,-6.0,17.0,1.0,0.0,-3.0,37.0,-3.0,27.0,-1.0,49.0,0.0,0.0,Water
Water-100_70-back-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Water
