,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,3_0,3_1,3_2,3_3,3_4,3_5,3_6,3_7,Target
Cola-150_341-top-8,-24.0,0.0,-24.0,0.0,-24.0,0.0,2.0,0.0,-3.0,23.0,-4.0,25.0,-2.0,23.0,2.0,1.0,-4.0,25.0,-4.0,22.0,-2.0,23.0,2.0,1.0,Cola
Cola-150_341-top-9,-19.0,0.0,-22.0,0.0,-24.0,0.0,2.0,0.0,-3.0,23.0,-4.0,20.0,-1.0,24.0,2.0,0.0,-2.0,25.0,-5.0,21.0,-2.0,24.0,2.0,0.0,Cola
Cola-150_657-back-0,-17.0,2.0,-24.0,0.0,-25.0,0.0,1.0,0.0,10.0,44.0,16.0,43.0,-5.0,68.0,0.0,0.0,10.0,47.0,15.0,39.0,-5.0,69.0,0.0,0.0,Cola
Cola-150_657-back-1,-25.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,11.0,45.0,17.0,40.0,-3.0,65.0,0.0,0.0,10.0,47.0,17.0,43.0,-3.0,66.0,1.0,0.0,Cola
Cola-150_657-back-2,-22.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,10.0,42.0,17.0,41.0,-6.0,68.0,0.0,0.0,11.0,50.0,17.0,44.0,-6.0,70.0,0.0,0.0,Cola
Cola-150_657-back-3,-25.0,0.0,-26.0,0.0,-25.0,0.0,0.0,0.0,9.0,49.0,16.0,42.0,-3.0,65.0,0.0,0.0,11.0,53.0,16.0,44.0,-3.0,66.0,0.0,0.0,Cola
Cola-150_657-back-4,-25.0,2.0,-25.0,3.0,-25.0,0.0,1.0,0.0,10.0,52.0,16.0,41.0,-2.0,65.0,0.0,0.0,9.0,56.0,16.0,43.0,-2.0,65.0,1.0,0.0,Cola
Cola-150_657-back-5,-25.0,2.0,-23.0,0.0,-25.0,0.0,1.0,0.0,11.0,48.0,17.0,40.0,-4.0,66.0,1.0,0.0,11.0,51.0,17.0,42.0,-3.0,67.0,1.0,0.0,Cola
Cola-150_657-back-6,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,11.0,48.0,17.0,40.0,-3.0,66.0,0.0,0.0,11.0,50.0,17.0,42.0,-3.0,66.0,1.0,0.0,Cola
Cola-150_657-back-7,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,11.0,46.0,16.0,42.0,-4.0,66.0,0.0,0.0,11.0,49.0,16.0,44.0,-3.0,67.0,1.0,0.0,Cola
Cola-150_657-back-8,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,9.0,41.0,17.0,40.0,-3.0,66.0,0.0,0.0,11.0,49.0,17.0,42.0,-3.0,66.0,0.0,0.0,Cola
Cola-150_657-back-9,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,8.0,46.0,17.0,40.0,-3.0,66.0,0.0,0.0,10.0,45.0,17.0,42.0,-3.0,66.0,1.0,0.0,Cola
Cola-150_657-right-0,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,1.0,7.0,52.0,7.0,62.0,3.0,58.0,1.0,0.0,6.0,55.0,7.0,64.0,3.0,59.0,0.0,0.0,Cola
Cola-150_657-right-1,-19.0,1.0,-21.0,0.0,-25.0,0.0,0.0,1.0,8.0,57.0,10.0,55.0,2.0,60.0,0.0,1.0,8.0,59.0,9.0,57.0,2.0,60.0,1.0,1.0,Cola
Cola-150_657-right-2,-19.0,1.0,-19.0,0.0,-25.0,0.0,1.0,1.0,12.0,50.0,13.0,45.0,1.0,58.0,0.0,1.0,9.0,57.0,13.0,49.0,1.0,60.0,0.0,0.0,Cola
Cola-150_657-right-3,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,14.0,42.0,14.0,43.0,0.0,61.0,1.0,0.0,16.0,44.0,15.0,48.0,0.0,61.0,0.0,0.0,Cola
Cola-150_657-right-4,-24.0,0.0,-25.0,0.0,-24.0,0.0,0.0,0.0,8.0,57.0,13.0,47.0,1.0,59.0,0.0,0.0,8.0,59.0,13.0,49.0,1.0,60.0,0.0,0.0,Cola
Cola-150_657-right-5,-23.0,0.0,-23.0,0.0,-25.0,0.0,0.0,0.0,12.0,50.0,10.0,49.0,4.0,56.0,0.0,0.0,12.0,55.0,10.0,53.0,3.0,58.0,0.0,0.0,Cola
Cola-150_657-right-6,-23.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,13.0,44.0,11.0,51.0,-1.0,66.0,1.0,0.0,14.0,46.0,11.0,54.0,-1.0,67.0,0.0,0.0,Cola
Cola-150_657-right-7,-20.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,15.0,43.0,12.0,49.0,-2.0,66.0,0.0,0.0,15.0,43.0,13.0,52.0,-2.0,67.0,1.0,0.0,Cola
Cola-150_657-right-8,-22.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,16.0,41.0,15.0,44.0,-4.0,66.0,1.0,0.0,15.0,43.0,15.0,46.0,-4.0,67.0,0.0,0.0,Cola
Cola-150_657-right-9,-18.0,1.0,-18.0,0.0,-24.0,0.0,0.0,0.0,10.0,51.0,14.0,44.0,-3.0,65.0,0.0,0.0,11.0,54.0,15.0,47.0,-3.0,66.0,1.0,0.0,Cola
Cola-150_657-top-0,-18.0,0.0,-20.0,0.0,-24.0,0.0,6.0,0.0,-3.0,22.0,-5.0,21.0,-2.0,22.0,5.0,1.0,1.0,79.0,1.0,61.0,2.0,82.0,6.0,0.0,Cola
Cola-150_657-top-1,-24.0,0.0,-25.0,0.0,-25.0,0.0,6.0,0.0,-7.0,23.0,-4.0,22.0,-2.0,22.0,6.0,0.0,2.0,76.0,1.0,86.0,2.0,81.0,6.0,0.0,Cola
Cola-150_657-top-2,-23.0,0.0,-24.0,0.0,-25.0,0.0,6.0,0.0,-10.0,18.0,-3.0,31.0,-2.0,19.0,6.0,0.0,2.0,74.0,1.0,86.0,2.0,82.0,6.0,0.0,Cola
Cola-150_657-top-3,-19.0,0.0,-21.0,0.0,-24.0,0.0,6.0,0.0,-4.0,18.0,-4.0,20.0,-1.0,25.0,6.0,1.0,2.0,58.0,1.0,63.0,2.0,82.0,8.0,0.0,Cola
Cola-150_657-top-4,-14.0,0.0,-17.0,0.0,-23.0,0.0,6.0,0.0,2.0,86.0,-6.0,16.0,-1.0,26.0,6.0,0.0,2.0,86.0,1.0,61.0,2.0,82.0,6.0,0.0,Cola
Cola-150_657-top-5,-17.0,0.0,-22.0,0.0,-24.0,0.0,6.0,0.0,-4.0,24.0,-5.0,22.0,-2.0,23.0,6.0,0.0,2.0,59.0,1.0,54.0,3.0,70.0,6.0,0.0,Cola
Cola-150_657-top-6,-23.0,0.0,-22.0,0.0,-25.0,0.0,6.0,0.0,-6.0,12.0,-3.0,26.0,-2.0,20.0,6.0,0.0,2.0,71.0,1.0,82.0,2.0,81.0,6.0,0.0,Cola
Cola-150_657-top-7,-18.0,0.0,-21.0,2.0,-24.0,0.0,6.0,0.0,-6.0,19.0,-4.0,21.0,-2.0,22.0,6.0,0.0,2.0,78.0,1.0,81.0,2.0,83.0,6.0,0.0,Cola
Cola-150_657-top-8,-22.0,0.0,-22.0,0.0,-25.0,0.0,6.0,0.0,-6.0,34.0,-6.0,21.0,-1.0,23.0,6.0,0.0,2.0,85.0,1.0,71.0,2.0,82.0,6.0,0.0,Cola
Cola-150_657-top-9,-18.0,0.0,-21.0,0.0,-24.0,0.0,6.0,0.0,-3.0,24.0,-4.0,22.0,-2.0,24.0,6.0,1.0,-3.0,25.0,-5.0,22.0,-2.0,24.0,6.0,1.0,Cola
Cola-50_26-back-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-back-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-back-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-back-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-back-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-back-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-back-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-back-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-back-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-back-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-right-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-right-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-right-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_26-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola
Cola-50_341-back-0,-25.0,2.0,-24.0,0.0,-25.0,0.0,1.0,0.0,7.0,47.0,14.0,46.0,3.0,55.0,1.0,0.0,7.0,49.0,14.0,48.0,3.0,56.0,0.0,0.0,Cola
Cola-50_341-back-1,-25.0,0.0,-24.0,0.0,-25.0,0.0,0.0,1.0,7.0,47.0,14.0,46.0,3.0,56.0,0.0,0.0,8.0,51.0,13.0,49.0,3.0,57.0,1.0,0.0,Cola
Cola-50_341-back-2,-22.0,1.0,-24.0,0.0,-25.0,0.0,0.0,0.0,9.0,46.0,14.0,46.0,1.0,58.0,1.0,0.0,9.0,50.0,15.0,48.0,0.0,59.0,1.0,0.0,Cola
Cola-50_341-back-3,-20.0,0.0,-24.0,0.0,-25.0,0.0,1.0,1.0,11.0,46.0,14.0,45.0,-2.0,61.0,1.0,0.0,10.0,49.0,14.0,50.0,-2.0,62.0,0.0,0.0,Cola
Cola-50_341-back-4,-24.0,2.0,-24.0,0.0,-25.0,0.0,0.0,1.0,9.0,46.0,15.0,47.0,0.0,60.0,1.0,0.0,9.0,47.0,15.0,49.0,0.0,61.0,0.0,0.0,Cola
Cola-50_341-back-5,-18.0,1.0,-24.0,0.0,-25.0,0.0,1.0,0.0,10.0,45.0,15.0,48.0,-1.0,61.0,0.0,0.0,10.0,48.0,15.0,46.0,-1.0,62.0,1.0,0.0,Cola
Cola-50_341-back-6,-24.0,0.0,-24.0,0.0,-25.0,0.0,0.0,1.0,9.0,46.0,13.0,44.0,2.0,56.0,1.0,0.0,9.0,50.0,14.0,49.0,2.0,57.0,1.0,0.0,Cola
Cola-50_341-back-7,-25.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,7.0,47.0,13.0,47.0,3.0,54.0,1.0,0.0,7.0,50.0,13.0,50.0,3.0,56.0,0.0,0.0,Cola
Cola-50_341-back-8,-23.0,2.0,-22.0,0.0,-25.0,0.0,0.0,1.0,8.0,46.0,14.0,48.0,2.0,57.0,0.0,0.0,9.0,47.0,14.0,50.0,2.0,58.0,0.0,0.0,Cola
Cola-50_341-back-9,-25.0,0.0,-25.0,0.0,-25.0,0.0,1.0,1.0,7.0,47.0,13.0,49.0,3.0,55.0,1.0,0.0,7.0,50.0,13.0,51.0,3.0,56.0,1.0,0.0,Cola
Cola-50_341-right-0,-23.0,0.0,-22.0,0.0,-25.0,0.0,1.0,0.0,13.0,48.0,12.0,43.0,4.0,56.0,1.0,0.0,13.0,50.0,12.0,46.0,4.0,56.0,0.0,0.0,Cola
Cola-50_341-right-1,-19.0,0.0,-20.0,0.0,-25.0,0.0,1.0,0.0,12.0,42.0,11.0,45.0,4.0,53.0,0.0,0.0,11.0,50.0,12.0,47.0,4.0,55.0,0.0,0.0,Cola
Cola-50_341-right-2,-23.0,0.0,-24.0,0.0,-25.0,0.0,0.0,4.0,11.0,46.0,11.0,46.0,4.0,54.0,0.0,0.0,11.0,47.0,12.0,47.0,4.0,56.0,1.0,0.0,Cola
Cola-50_341-right-3,-20.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,11.0,46.0,11.0,46.0,4.0,54.0,0.0,0.0,11.0,49.0,11.0,48.0,4.0,55.0,1.0,0.0,Cola
Cola-50_341-right-4,-24.0,-1.0,-25.0,0.0,-25.0,0.0,1.0,0.0,7.0,50.0,9.0,45.0,9.0,48.0,0.0,0.0,7.0,52.0,10.0,46.0,9.0,49.0,1.0,0.0,Cola
Cola-50_341-right-5,-24.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,9.0,47.0,10.0,49.0,7.0,50.0,1.0,0.0,7.0,50.0,10.0,50.0,7.0,51.0,0.0,0.0,Cola
Cola-50_341-right-6,-24.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,11.0,46.0,10.0,47.0,5.0,54.0,0.0,0.0,12.0,49.0,10.0,48.0,5.0,55.0,1.0,0.0,Cola
Cola-50_341-right-7,-19.0,0.0,-21.0,0.0,-25.0,0.0,1.0,0.0,10.0,47.0,10.0,47.0,5.0,52.0,1.0,0.0,11.0,49.0,10.0,45.0,5.0,53.0,0.0,0.0,Cola
Cola-50_341-right-8,-19.0,0.0,-21.0,0.0,-25.0,0.0,1.0,0.0,9.0,47.0,12.0,46.0,5.0,53.0,0.0,0.0,9.0,49.0,12.0,48.0,4.0,55.0,0.0,0.0,Cola
Cola-50_341-right-9,-22.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,9.0,47.0,11.0,47.0,5.0,52.0,0.0,0.0,10.0,49.0,11.0,48.0,5.0,53.0,1.0,0.0,Cola
Cola-50_341-top-0,-15.0,0.0,-16.0,0.0,-22.0,0.0,1.0,0.0,-1.0,8.0,0.0,11.0,0.0,20.0,1.0,0.0,2.0,27.0,2.0,18.0,3.0,61.0,1.0,0.0,Cola
Cola-50_341-top-1,-17.0,0.0,-19.0,0.0,-24.0,0.0,2.0,0.0,-1.0,12.0,-3.0,13.0,-1.0,29.0,2.0,0.0,-1.0,12.0,-3.0,13.0,-1.0,29.0,2.0,0.0,Cola
Cola-50_341-top-2,-22.0,0.0,-21.0,0.0,-25.0,0.0,1.0,0.0,-1.0,3.0,-3.0,11.0,0.0,30.0,1.0,0.0,2.0,14.0,1.0,22.0,3.0,49.0,0.0,0.0,Cola
Cola-50_341-top-3,-19.0,0.0,-20.0,0.0,-24.0,0.0,1.0,0.0,-1.0,10.0,-2.0,9.0,0.0,29.0,1.0,0.0,-1.0,10.0,-2.0,9.0,-1.0,29.0,1.0,0.0,Cola
Cola-50_341-top-4,-18.0,0.0,-20.0,0.0,-24.0,0.0,1.0,0.0,-1.0,11.0,-3.0,7.0,0.0,30.0,1.0,0.0,0.0,11.0,-3.0,8.0,0.0,30.0,1.0,0.0,Cola
Cola-50_341-top-5,-23.0,0.0,-24.0,0.0,-24.0,0.0,1.0,4.0,0.0,4.0,-3.0,7.0,0.0,30.0,1.0,0.0,2.0,12.0,1.0,17.0,2.0,54.0,1.0,0.0,Cola
Cola-50_341-top-6,-19.0,0.0,-21.0,0.0,-25.0,0.0,2.0,0.0,0.0,6.0,-1.0,5.0,0.0,31.0,2.0,0.0,0.0,7.0,-1.0,5.0,0.0,31.0,2.0,0.0,Cola
Cola-50_341-top-7,-24.0,0.0,-24.0,0.0,-24.0,0.0,1.0,0.0,0.0,14.0,-2.0,7.0,0.0,25.0,1.0,0.0,3.0,24.0,1.0,12.0,3.0,35.0,1.0,0.0,Cola
Cola-50_341-top-8,-17.0,0.0,-20.0,0.0,-24.0,0.0,1.0,0.0,0.0,6.0,0.0,10.0,0.0,25.0,2.0,0.0,0.0,6.0,-1.0,10.0,0.0,25.0,2.0,1.0,Cola
Cola-50_341-top-9,-22.0,0.0,-22.0,0.0,-24.0,0.0,1.0,0.0,0.0,9.0,-3.0,10.0,0.0,29.0,1.0,0.0,0.0,10.0,-3.0,10.0,-1.0,29.0,0.0,0.0,Cola
Cola-50_657-back-0,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,4.0,58.0,12.0,46.0,-1.0,61.0,0.0,0.0,6.0,58.0,13.0,47.0,-5.0,67.0,0.0,0.0,Cola
Cola-50_657-back-1,-20.0,3.0,-23.0,0.0,-25.0,0.0,0.0,0.0,5.0,46.0,13.0,46.0,1.0,58.0,0.0,0.0,6.0,48.0,13.0,47.0,1.0,59.0,1.0,0.0,Cola
Cola-50_657-back-2,-20.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,9.0,48.0,9.0,48.0,-2.0,59.0,1.0,0.0,9.0,50.0,10.0,49.0,0.0,63.0,0.0,0.0,Cola
Cola-50_657-back-3,-24.0,1.0,-25.0,0.0,-25.0,0.0,0.0,0.0,8.0,47.0,13.0,46.0,0.0,59.0,0.0,0.0,8.0,49.0,13.0,49.0,1.0,60.0,0.0,0.0,Cola
Cola-50_657-back-4,-21.0,3.0,-24.0,0.0,-25.0,0.0,0.0,0.0,7.0,46.0,10.0,50.0,1.0,58.0,0.0,0.0,8.0,49.0,11.0,52.0,1.0,60.0,0.0,0.0,Cola
Cola-50_657-back-5,-23.0,0.0,-25.0,1.0,-25.0,0.0,0.0,0.0,6.0,46.0,13.0,47.0,0.0,59.0,0.0,0.0,7.0,47.0,13.0,48.0,0.0,60.0,0.0,0.0,Cola
Cola-50_657-back-6,-21.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,8.0,41.0,13.0,46.0,0.0,60.0,1.0,0.0,9.0,47.0,13.0,47.0,0.0,61.0,1.0,0.0,Cola
Cola-50_657-back-7,-22.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,8.0,46.0,13.0,47.0,0.0,59.0,0.0,0.0,8.0,49.0,13.0,48.0,0.0,60.0,1.0,0.0,Cola
Cola-50_657-back-8,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,6.0,46.0,13.0,46.0,2.0,57.0,1.0,0.0,6.0,48.0,13.0,47.0,2.0,58.0,0.0,0.0,Cola
Cola-50_657-back-9,-16.0,2.0,-24.0,0.0,-25.0,0.0,0.0,0.0,6.0,46.0,13.0,47.0,1.0,58.0,1.0,0.0,4.0,48.0,13.0,48.0,1.0,58.0,0.0,0.0,Cola
Cola-50_657-right-0,-22.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,12.0,45.0,3.0,63.0,7.0,52.0,0.0,0.0,12.0,47.0,3.0,65.0,7.0,54.0,1.0,0.0,Cola
Cola-50_657-right-1,-19.0,0.0,-22.0,0.0,-25.0,0.0,0.0,0.0,11.0,48.0,8.0,48.0,7.0,51.0,0.0,0.0,11.0,50.0,8.0,51.0,7.0,53.0,0.0,0.0,Cola
Cola-50_657-right-2,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,10.0,46.0,9.0,53.0,7.0,51.0,1.0,0.0,10.0,47.0,9.0,55.0,7.0,53.0,0.0,0.0,Cola
Cola-50_657-right-3,-23.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,11.0,47.0,9.0,49.0,5.0,55.0,1.0,0.0,11.0,49.0,10.0,50.0,3.0,59.0,0.0,0.0,Cola
Cola-50_657-right-4,-19.0,0.0,-22.0,-1.0,-25.0,0.0,0.0,0.0,9.0,45.0,9.0,52.0,7.0,52.0,0.0,0.0,9.0,46.0,9.0,54.0,7.0,53.0,1.0,0.0,Cola
Cola-50_657-right-5,-18.0,1.0,-20.0,1.0,-24.0,0.0,1.0,0.0,11.0,46.0,11.0,49.0,3.0,57.0,1.0,0.0,11.0,47.0,11.0,48.0,4.0,58.0,0.0,0.0,Cola
Cola-50_657-right-6,-24.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,10.0,47.0,10.0,49.0,5.0,54.0,0.0,0.0,11.0,49.0,10.0,51.0,3.0,59.0,0.0,0.0,Cola
Cola-50_657-right-7,-25.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,11.0,46.0,12.0,49.0,3.0,58.0,1.0,0.0,11.0,47.0,12.0,51.0,3.0,59.0,0.0,0.0,Cola
Cola-50_657-right-8,-25.0,-3.0,-25.0,0.0,-25.0,0.0,0.0,0.0,10.0,46.0,12.0,48.0,3.0,58.0,1.0,0.0,10.0,47.0,12.0,49.0,3.0,58.0,1.0,0.0,Cola
Cola-50_657-right-9,-23.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,11.0,48.0,10.0,49.0,4.0,57.0,0.0,0.0,11.0,50.0,11.0,51.0,1.0,60.0,1.0,0.0,Cola
Cola-50_657-top-0,-16.0,0.0,-18.0,0.0,-24.0,0.0,1.0,0.0,0.0,4.0,0.0,12.0,0.0,21.0,2.0,0.0,2.0,13.0,2.0,18.0,3.0,49.0,2.0,0.0,Cola
Cola-50_657-top-1,-17.0,0.0,-20.0,0.0,-24.0,0.0,1.0,0.0,-2.0,6.0,-1.0,11.0,0.0,30.0,2.0,0.0,2.0,20.0,2.0,23.0,2.0,62.0,2.0,0.0,Cola
Cola-50_657-top-2,-20.0,0.0,-22.0,0.0,-25.0,0.0,2.0,0.0,-2.0,3.0,-1.0,12.0,0.0,29.0,2.0,0.0,2.0,14.0,2.0,25.0,2.0,62.0,1.0,0.0,Cola
Cola-50_657-top-3,-22.0,0.0,-24.0,0.0,-24.0,0.0,2.0,0.0,-2.0,2.0,-1.0,12.0,0.0,28.0,2.0,0.0,2.0,12.0,2.0,23.0,2.0,65.0,2.0,0.0,Cola
Cola-50_657-top-4,-18.0,0.0,-21.0,0.0,-24.0,0.0,2.0,0.0,-2.0,2.0,0.0,13.0,0.0,27.0,2.0,0.0,2.0,16.0,2.0,22.0,2.0,56.0,2.0,0.0,Cola
Cola-50_657-top-5,-17.0,0.0,-20.0,0.0,-25.0,0.0,2.0,0.0,-1.0,2.0,-1.0,17.0,0.0,25.0,2.0,0.0,2.0,16.0,2.0,31.0,2.0,59.0,2.0,0.0,Cola
Cola-50_657-top-6,-23.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,-2.0,3.0,-1.0,16.0,0.0,26.0,2.0,0.0,2.0,13.0,2.0,25.0,2.0,54.0,2.0,0.0,Cola
Cola-50_657-top-7,-15.0,0.0,-18.0,0.0,-23.0,0.0,2.0,0.0,-2.0,3.0,-1.0,17.0,-1.0,26.0,2.0,0.0,2.0,22.0,2.0,33.0,2.0,61.0,2.0,0.0,Cola
