,1_0_tact,1_1_tact,1_2_tact,1_3_tact,1_4_tact,1_5_tact,1_6_tact,1_7_tact,1_8_tact,1_9_tact,1_10_tact,1_11_tact,1_12_tact,1_13_tact,1_14_tact,1_15_tact,2_0_tact,2_1_tact,2_2_tact,2_3_tact,2_4_tact,2_5_tact,2_6_tact,2_7_tact,2_8_tact,2_9_tact,2_10_tact,2_11_tact,2_12_tact,2_13_tact,2_14_tact,2_15_tact,3_0_tact,3_1_tact,3_2_tact,3_3_tact,3_4_tact,3_5_tact,3_6_tact,3_7_tact,3_8_tact,3_9_tact,3_10_tact,3_11_tact,3_12_tact,3_13_tact,3_14_tact,3_15_tact,1_0_pos,1_1_pos,1_2_pos,1_3_pos,1_4_pos,1_5_pos,1_6_pos,1_7_pos,2_0_pos,2_1_pos,2_2_pos,2_3_pos,2_4_pos,2_5_pos,2_6_pos,2_7_pos,3_0_pos,3_1_pos,3_2_pos,3_3_pos,3_4_pos,3_5_pos,3_6_pos,3_7_pos,Target,Position_right,Position_top
Cheez-50_814-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,1426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,1.0,2.0,0.0,11.0,-1.0,19.0,2.0,0.0,4.0,12.0,4.0,17.0,5.0,46.0,2.0,0.0,Cheez,1,0
Cheez-50_814-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,-24.0,0.0,-24.0,0.0,-26.0,0.0,2.0,0.0,1.0,2.0,1.0,10.0,-1.0,19.0,2.0,0.0,5.0,18.0,4.0,19.0,4.0,44.0,2.0,0.0,Cheez,1,0
Cheez-50_814-right-3,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,2510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,0.0,4.0,1.0,9.0,-1.0,19.0,1.0,0.0,5.0,16.0,4.0,16.0,4.0,48.0,1.0,0.0,Cheez,1,0
Cheez-50_814-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,0.0,5.0,1.0,11.0,-1.0,19.0,2.0,0.0,5.0,14.0,4.0,16.0,5.0,37.0,1.0,1.0,Cheez,1,0
Cheez-50_814-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-24.0,0.0,-24.0,0.0,2.0,0.0,0.0,5.0,2.0,11.0,-1.0,18.0,2.0,0.0,5.0,16.0,4.0,14.0,5.0,37.0,2.0,0.0,Cheez,1,0
Cheez-50_814-right-6,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,0.0,3.0,1.0,11.0,-1.0,17.0,2.0,0.0,5.0,14.0,5.0,19.0,5.0,39.0,2.0,0.0,Cheez,1,0
Cheez-50_814-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,-24.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,0.0,2.0,1.0,11.0,-1.0,17.0,2.0,0.0,5.0,12.0,3.0,17.0,5.0,47.0,2.0,0.0,Cheez,1,0
Cheez-50_814-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,-25.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,1.0,2.0,1.0,12.0,-1.0,18.0,1.0,0.0,5.0,14.0,4.0,20.0,5.0,38.0,2.0,0.0,Cheez,1,0
Cheez-50_814-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,-24.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,0.0,5.0,1.0,11.0,-1.0,17.0,2.0,0.0,5.0,14.0,4.0,17.0,4.0,36.0,2.0,0.0,Cheez,1,0
Cheez-50_814-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,0.0,-22.0,0.0,-24.0,0.0,1.0,0.0,0.0,8.0,0.0,12.0,-1.0,17.0,1.0,1.0,4.0,22.0,3.0,24.0,3.0,47.0,1.0,1.0,Cheez,0,1
Cheez-50_814-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,-19.0,0.0,-23.0,0.0,1.0,1.0,0.0,6.0,0.0,11.0,-1.0,17.0,1.0,1.0,4.0,11.0,3.0,16.0,4.0,42.0,1.0,1.0,Cheez,0,1
Cheez-50_814-top-2,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,-16.0,-1.0,-18.0,0.0,-23.0,0.0,5.0,0.0,1.0,2.0,0.0,7.0,-1.0,20.0,1.0,1.0,4.0,13.0,3.0,15.0,3.0,52.0,1.0,1.0,Cheez,0,1
Cheez-50_814-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,-23.0,0.0,-24.0,0.0,1.0,1.0,0.0,4.0,0.0,7.0,-1.0,20.0,1.0,6.0,4.0,16.0,3.0,14.0,3.0,53.0,1.0,1.0,Cheez,0,1
Cheez-50_814-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,111.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,69.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,-20.0,0.0,-23.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,-1.0,21.0,1.0,1.0,4.0,12.0,3.0,10.0,4.0,43.0,5.0,1.0,Cheez,0,1
Cheez-50_814-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,95.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-22.0,0.0,-24.0,0.0,1.0,1.0,0.0,3.0,0.0,7.0,-1.0,19.0,1.0,1.0,4.0,11.0,4.0,13.0,4.0,42.0,1.0,1.0,Cheez,0,1
Cheez-50_814-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,52.0,0.0,0.0,16.0,0.0,16.0,-22.0,0.0,-24.0,0.0,-24.0,0.0,1.0,1.0,0.0,3.0,0.0,7.0,-1.0,22.0,1.0,1.0,3.0,11.0,3.0,13.0,4.0,48.0,1.0,1.0,Cheez,0,1
Cheez-50_814-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,-20.0,0.0,-24.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,-1.0,19.0,1.0,1.0,4.0,16.0,3.0,13.0,4.0,43.0,1.0,0.0,Cheez,0,1
Cheez-50_814-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,-21.0,0.0,-24.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,-1.0,23.0,1.0,1.0,4.0,10.0,4.0,10.0,4.0,49.0,1.0,0.0,Cheez,0,1
Cheez-50_814-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,0.0,-22.0,0.0,-24.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,-1.0,22.0,5.0,1.0,4.0,10.0,3.0,12.0,4.0,46.0,1.0,1.0,Cheez,0,1
Coffeecup-100_470-back-0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.0,0.0,0.0,0.0,9182.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,-24.0,-1.0,-25.0,0.0,0.0,0.0,-21.0,27.0,-19.0,32.0,-17.0,21.0,0.0,0.0,-11.0,56.0,-13.0,81.0,-12.0,82.0,0.0,0.0,Coffeecup,0,0
Coffeecup-100_470-back-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597.0,0.0,0.0,185.0,5853.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,-23.0,2.0,-22.0,0.0,-25.0,0.0,0.0,0.0,-22.0,34.0,-18.0,36.0,-19.0,17.0,0.0,0.0,-12.0,74.0,-12.0,68.0,-11.0,66.0,0.0,0.0,Coffeecup,0,0
Coffeecup-100_470-back-2,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975.0,0.0,0.0,0.0,6708.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,1.0,-20.0,0.0,-25.0,0.0,0.0,0.0,-22.0,31.0,-19.0,36.0,-18.0,16.0,0.0,0.0,-12.0,68.0,-12.0,81.0,-13.0,75.0,0.0,0.0,Coffeecup,0,0
Coffeecup-100_470-back-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4051.0,0.0,36.0,0.0,10006.0,0.0,19.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-18.0,29.0,-19.0,36.0,-18.0,17.0,0.0,0.0,-11.0,61.0,-13.0,66.0,-13.0,65.0,0.0,0.0,Coffeecup,0,0
Coffeecup-100_470-back-4,0.0,0.0,72.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2627.0,0.0,0.0,0.0,10164.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3451.0,0.0,218.0,0.0,18293.0,0.0,119.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,-24.0,0.0,-24.0,0.0,0.0,0.0,-19.0,22.0,-18.0,28.0,-18.0,26.0,1.0,0.0,-17.0,24.0,-19.0,29.0,-19.0,26.0,0.0,0.0,Coffeecup,0,0
Coffeecup-100_470-back-5,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,0.0,0.0,0.0,13280.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-20.0,32.0,-19.0,36.0,-18.0,17.0,4.0,0.0,-11.0,47.0,-11.0,51.0,-14.0,51.0,0.0,0.0,Coffeecup,0,0
Coffeecup-100_470-back-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3831.0,0.0,0.0,0.0,13071.0,0.0,19.0,109.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,-24.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-19.0,32.0,-18.0,34.0,-18.0,17.0,0.0,0.0,-13.0,74.0,-11.0,76.0,-12.0,82.0,4.0,0.0,Coffeecup,0,0
Coffeecup-100_470-back-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3545.0,0.0,0.0,0.0,9890.0,0.0,119.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,2.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-19.0,30.0,-18.0,35.0,-18.0,17.0,0.0,0.0,-11.0,65.0,-11.0,68.0,-11.0,75.0,0.0,0.0,Coffeecup,0,0
Coffeecup-100_470-back-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,82.0,3153.0,0.0,0.0,0.0,10862.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,9.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,13.0,0.0,-24.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-19.0,30.0,-17.0,32.0,-17.0,18.0,0.0,0.0,-12.0,68.0,-11.0,86.0,-13.0,77.0,0.0,0.0,Coffeecup,0,0
Coffeecup-100_470-back-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3735.0,0.0,0.0,0.0,9851.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,-22.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-20.0,30.0,-18.0,33.0,-18.0,19.0,1.0,0.0,-11.0,62.0,-11.0,65.0,-9.0,65.0,0.0,0.0,Coffeecup,0,0
Coffeecup-100_470-right-0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,0.0,0.0,0.0,1887.0,0.0,119.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,35.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-17.0,15.0,-15.0,21.0,-17.0,27.0,1.0,0.0,-13.0,37.0,-13.0,31.0,-11.0,54.0,1.0,0.0,Coffeecup,1,0
Coffeecup-100_470-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382.0,0.0,0.0,0.0,8291.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3267.0,0.0,0.0,0.0,26304.0,0.0,0.0,9.0,211.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-16.0,24.0,-17.0,27.0,-17.0,19.0,0.0,0.0,-16.0,26.0,-17.0,28.0,-17.0,19.0,0.0,0.0,Coffeecup,1,0
Coffeecup-100_470-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3405.0,0.0,0.0,0.0,3688.0,0.0,109.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-20.0,24.0,-17.0,22.0,-17.0,28.0,1.0,0.0,-12.0,44.0,-13.0,37.0,-11.0,62.0,1.0,0.0,Coffeecup,1,0
Coffeecup-100_470-right-3,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3687.0,0.0,0.0,0.0,14862.0,0.0,119.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,9.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,-19.0,0.0,-23.0,0.0,-25.0,0.0,0.0,0.0,-20.0,26.0,-17.0,24.0,-17.0,31.0,1.0,0.0,-20.0,31.0,-17.0,25.0,-17.0,33.0,1.0,0.0,Coffeecup,1,0
Coffeecup-100_470-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2520.0,0.0,0.0,0.0,14158.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1597.0,232.0,0.0,0.0,29.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-22.0,27.0,-17.0,24.0,-17.0,30.0,0.0,0.0,-23.0,33.0,-17.0,26.0,-17.0,34.0,1.0,0.0,Coffeecup,1,0
Coffeecup-100_470-right-5,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,2796.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,99.0,13.0,0.0,830.0,0.0,0.0,0.0,2099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-17.0,26.0,-16.0,26.0,-17.0,18.0,0.0,0.0,-21.0,30.0,-16.0,28.0,-14.0,22.0,1.0,1.0,Coffeecup,1,0
Coffeecup-100_470-right-6,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3759.0,0.0,0.0,0.0,6626.0,0.0,99.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,1.0,-23.0,0.0,-25.0,0.0,1.0,0.0,-21.0,21.0,-17.0,21.0,-17.0,30.0,1.0,0.0,-12.0,54.0,-11.0,38.0,-11.0,72.0,0.0,0.0,Coffeecup,1,0
Coffeecup-100_470-right-7,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5593.0,114.0,0.0,0.0,4927.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,-22.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-22.0,24.0,-17.0,22.0,-17.0,32.0,0.0,0.0,-12.0,51.0,-13.0,51.0,-11.0,68.0,1.0,0.0,Coffeecup,1,0
Coffeecup-100_470-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,338.0,26.0,0.0,0.0,1422.0,0.0,0.0,119.0,41.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2189.0,114.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-21.0,34.0,-16.0,27.0,-19.0,28.0,1.0,0.0,-20.0,37.0,-16.0,28.0,-19.0,35.0,0.0,0.0,Coffeecup,1,0
Coffeecup-100_470-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,421.0,0.0,0.0,0.0,1499.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,709.0,88.0,0.0,0.0,19.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,-17.0,26.0,-15.0,25.0,-17.0,30.0,1.0,0.0,-19.0,31.0,-16.0,27.0,-17.0,32.0,1.0,0.0,Coffeecup,1,0
Coffeecup-100_470-top-0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1115.0,0.0,0.0,0.0,603.0,0.0,0.0,0.0,3740.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-19.0,0.0,-21.0,0.0,-25.0,0.0,3.0,0.0,-17.0,40.0,-18.0,22.0,-17.0,34.0,3.0,0.0,-13.0,65.0,-11.0,44.0,-12.0,74.0,3.0,0.0,Coffeecup,0,1
Coffeecup-100_470-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,8662.0,0.0,0.0,0.0,3988.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,5117.0,0.0,0.0,0.0,6708.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,-18.0,1.0,-21.0,-1.0,-22.0,0.0,2.0,0.0,-19.0,34.0,-18.0,36.0,-16.0,20.0,3.0,0.0,-19.0,34.0,-19.0,37.0,-17.0,20.0,3.0,0.0,Coffeecup,0,1
Coffeecup-100_470-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,2520.0,0.0,0.0,0.0,419.0,0.0,0.0,0.0,5773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597.0,0.0,0.0,0.0,6492.0,0.0,19.0,0.0,3951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,-21.0,0.0,-24.0,0.0,3.0,0.0,-18.0,35.0,-18.0,25.0,-17.0,32.0,2.0,0.0,-16.0,39.0,-18.0,25.0,-17.0,32.0,3.0,3.0,Coffeecup,0,1
