,0-media,0-std,0-75,0-max,1-media,1-std,1-75,1-max,2-media,2-std,2-75,2-max,3-media,3-std,3-75,3-max,4-media,4-std,4-75,4-max,5-media,5-std,5-75,5-max,6-media,6-std,6-75,6-max,7-media,7-std,7-75,7-max,8-media,8-std,8-75,8-max,9-media,9-std,9-75,9-max,10-media,10-std,10-75,10-max,11-media,11-std,11-75,11-max,12-media,12-std,12-75,12-max,13-media,13-std,13-75,13-max,14-media,14-std,14-75,14-max,15-media,15-std,15-75,15-max,Target,Position_right,Position_top
15,1016.725,1489.0943672115518,2632.25,4741.0,2.355,14.400778835802472,0.0,105.0,2.9025,24.876597567117155,0.0,236.0,0.955,11.585920718580887,0.0,200.0,387.605,608.7326857346385,671.0,1749.0,4.745,20.43989844939437,0.0,136.0,6.005,25.023998005724117,0.0,168.0,3.3725,17.92685622705404,0.0,179.0,1443.72,2050.9172717931274,3036.0,5746.0,1.765,12.77410346357999,0.0,118.0,3.5,22.73934243190838,0.0,229.0,2.68,16.982302449645335,0.0,182.0,2.265,17.980768757558245,0.0,151.0,1.8775,13.509394995070362,0.0,111.0,3.57,28.624176121708967,0.0,306.0,0.8025,9.246471588779327,0.0,111.0,Cheez,0,1
16,1079.9425,1630.8806465839991,2425.5,5564.0,1.875,12.72435255208194,0.0,114.0,1.585,15.826844205138759,0.0,218.0,5.8425,31.36602081719572,0.0,216.0,381.2325,549.6749720343394,745.0,1596.0,9.155,28.667936819795052,0.0,189.0,8.78,31.104264791513053,0.0,331.0,10.0175,33.70946475078543,0.0,254.0,963.56,1319.8013393455656,2629.25,3306.0,1.255,13.839392941617069,0.0,239.0,2.4025,17.552798797172947,0.0,176.0,2.895,17.524318227061123,0.0,133.0,1.0625,12.241250519686062,0.0,144.0,1.6375,12.606084927247672,0.0,116.0,7.77,44.54000032636579,0.0,320.0,1.1225,11.059759919351027,0.0,111.0,Cheez,0,1
17,1206.47,2071.918628011902,1279.0,6241.0,0.43,4.498409632643275,0.0,61.0,5.2075,31.281396358624292,0.0,236.0,4.4975,27.655869386602692,0.0,200.0,159.82,432.228598664828,12.5,2155.0,3.575,17.494986750595388,0.0,136.0,3.21,21.606550106826447,0.0,243.0,2.62,15.696226579087615,0.0,157.0,1187.355,1705.7553333106619,2751.25,4959.0,2.5,15.36963122230896,0.0,118.0,3.11,22.490719890723945,0.0,265.0,2.015,14.58892961008172,0.0,157.0,1.0975,12.644274908824212,0.0,151.0,2.37,15.333325705566276,0.0,116.0,10.5625,49.66000790084289,0.0,320.0,0.645,7.534646790370363,0.0,105.0,Cheez,0,1
18,194.8625,609.4055269970709,3.75,3199.0,2.47,16.149182339225955,0.0,132.0,2.4475,21.152442134909002,0.0,292.0,4.845,27.16746496974291,0.0,200.0,18.0575,72.91547063823931,0.0,487.0,3.4725,18.815133986163683,0.0,200.0,3.65,21.604847223687962,0.0,298.0,4.275,23.95744713409504,0.0,243.0,293.655,686.3142750850143,0.0,3143.0,1.025,8.77649943632936,0.0,118.0,2.7075,18.171473519632052,0.0,176.0,3.405,19.06238209216172,0.0,170.0,1.115,12.456109410812594,0.0,144.0,3.1025,18.329400181881805,0.0,116.0,6.9375,40.80319651528127,0.0,306.0,1.3275,11.775691530758069,0.0,111.0,Cheez,0,1
19,112.5975,281.67500335055007,0.0,1371.0,1.5625,11.030651927918276,0.0,123.0,4.1725,29.177062844648873,0.0,236.0,2.685,18.59071843770633,0.0,216.0,60.245,213.35904052896225,10.0,1302.0,13.17,36.85929487995685,0.0,342.0,13.2975,35.989054222214776,0.0,342.0,13.03,36.82402914955156,0.0,232.0,492.075,1084.0606870965687,0.0,4388.0,1.465,11.155711530394273,0.0,118.0,3.59,21.819305792420607,0.0,229.0,2.1325,13.547463902719645,0.0,157.0,2.0325,20.13093589976621,0.0,310.0,1.405,11.37274475701762,0.0,111.0,4.4625,30.92336057616157,0.0,306.0,2.5125,15.862657517224813,0.0,111.0,Cheez,0,1
20,1180.245,2118.9191539384724,878.25,7593.0,3.1675,21.0198484490742,0.0,232.0,2.76,21.54909065994839,0.0,236.0,0.84,10.173157466199024,0.0,185.0,143.285,241.50165921481343,256.0,1302.0,4.6425,26.659454420994027,0.0,264.0,4.285,45.19857356854948,0.0,626.0,14.945,100.26569702545359,0.0,925.0,29.8975,44.986514200366535,83.0,211.0,1.655,11.103341184691226,0.0,94.0,1.57,9.370678954064637,0.0,94.0,0.7725,6.27608291787005,0.0,72.0,3.8925,21.315530096816023,0.0,137.0,5.1225,22.12399538237159,0.0,215.0,11.33,51.224417540670515,0.0,306.0,2.21,13.264265975910563,0.0,105.0,Cheez,1,0
21,1582.425,2572.908244859515,2986.0,7696.0,2.28,16.959382407065107,0.0,232.0,3.9,27.459699337744123,0.0,348.0,4.3525,28.80299072034164,0.0,407.0,110.1875,173.0430642903595,267.0,657.0,23.975,220.37615228567887,0.0,2852.0,3.0025,26.278868718092863,0.0,435.0,7.915,60.159335427660125,0.0,795.0,39.765,54.869585870808905,104.0,232.0,1.8875,11.070285534009917,0.0,94.0,2.3275,13.38387327755966,0.0,189.0,1.66,11.191627733637276,0.0,94.0,2.4225,17.33566575062938,0.0,137.0,6.2875,22.12348220584363,0.0,105.0,11.06,50.31625695822094,0.0,306.0,1.495,11.281762735763705,0.0,105.0,Cheez,1,0
22,1133.835,1975.4171838882532,1228.5,6930.0,2.485,14.627703143286698,0.0,105.0,3.03,21.919860874373388,0.0,218.0,2.37,16.479898897419574,0.0,185.0,90.5675,157.46761752873212,143.0,744.0,23.6,222.3897659966638,0.0,2811.0,11.4375,71.33138516827681,0.0,641.0,1.485,16.377739492286214,0.0,257.0,41.1925,58.67454472978969,94.0,200.0,2.13,13.336519669397704,0.0,157.0,2.7175,14.081313939247314,0.0,94.0,1.3225,9.582434522523293,0.0,94.0,2.6075,18.189849375427823,0.0,137.0,3.535,17.858221220572542,0.0,111.0,6.1525,38.260081394591886,0.0,292.0,2.6125,15.205768057073376,0.0,111.0,Cheez,1,0
23,1060.455,1781.2916768654568,1502.0,5708.0,1.625,15.183402592492707,0.0,232.0,6.4825,44.94713903039396,0.0,479.0,5.64,35.93987460281615,0.0,407.0,98.115,157.6954546460992,211.0,882.0,13.875,118.11669339320908,0.0,1739.0,7.435,56.829876492522395,0.0,611.0,8.54,65.24615737828236,0.0,869.0,27.3025,39.91521080847157,62.0,179.0,1.06,8.020112562413585,0.0,94.0,1.985,11.409654927468624,0.0,83.0,1.245,10.092304569761149,0.0,125.0,3.0675,18.606543267919296,0.0,137.0,3.9125,17.695271978015498,0.0,111.0,13.79,56.099901044860175,0.0,306.0,3.0375,16.128434820974974,0.0,111.0,Cheez,1,0
24,1517.0125,2626.908986699902,1228.5,8009.0,1.725,10.982755907252743,0.0,105.0,7.085,38.21424598878325,0.0,348.0,4.8925,29.547819341189083,0.0,279.0,95.3025,161.69796403381716,132.0,525.0,29.775,246.58655010306103,0.0,2852.0,4.8375,39.66692268930212,0.0,435.0,5.2875,42.67960538171407,0.0,468.0,25.4325,37.16582691769682,54.5,211.0,1.81,11.382565924146672,0.0,94.0,1.4675,9.035654452138258,0.0,83.0,2.4175,13.991160609040644,0.0,94.0,3.02,17.77708248431489,0.0,137.0,3.935,18.62587132745106,0.0,111.0,10.1125,47.97362311768424,0.0,320.0,1.1775,9.830441888302818,0.0,105.0,Cheez,1,0
25,1465.23,2376.36973657557,2659.25,7125.0,1.3725,10.997322241856256,0.0,132.0,6.63,39.954022447989246,0.0,479.0,2.38,18.77343080687836,0.0,185.0,91.3775,157.21578164658467,165.0,769.0,40.9575,286.43999436125006,0.0,2650.0,10.88,76.10766414332694,0.0,761.0,12.8525,85.12780157064209,0.0,850.0,50.8075,71.61775758674935,115.0,287.0,3.065,16.458979921311126,0.0,189.0,1.555,10.385404014353636,0.0,94.0,1.915,11.427345955600133,0.0,94.0,3.4625,19.175318141155653,0.0,144.0,5.4875,21.683063248295422,0.0,215.0,12.3575,54.518670263205955,0.0,306.0,2.8625,14.79174035422364,0.0,111.0,Cheez,1,0
26,909.3225,1699.4271402464676,730.25,5737.0,1.7025,12.03999157986032,0.0,141.0,5.8875,30.340091407517928,0.0,236.0,6.6975,34.053709512752604,0.0,232.0,44.11,96.0277888978058,87.0,806.0,30.7125,156.3192377924424,0.0,1235.0,6.4025,50.54882246285194,0.0,626.0,11.32,75.15172689391592,0.0,1019.0,41.3875,58.111010726618154,115.0,243.0,1.7825,10.678965047522878,0.0,83.0,2.44,14.210956273083367,0.0,104.0,2.665,13.645448716575467,0.0,94.0,2.155,15.963648398014769,0.0,137.0,3.355,16.144211467574802,0.0,105.0,11.27,51.30206481845127,0.0,292.0,1.925,12.414696400508294,0.0,105.0,Cheez,1,0
27,1748.7,2784.465387418986,3621.75,8514.0,3.1675,16.63057074963599,0.0,132.0,3.025,19.456123118880594,0.0,218.0,5.4325,32.926217262358364,0.0,375.0,3.095,15.57328781064172,0.0,98.0,20.4175,97.40077242981563,0.0,673.0,9.6,63.40971518584368,0.0,686.0,3.3825,31.62231999006211,0.0,540.0,42.3725,58.221758619022786,115.0,254.0,2.015,11.838502877304226,0.0,83.0,1.295,9.924424946883043,0.0,83.0,1.705,10.946576810110523,0.0,83.0,1.8975,14.568032216351035,0.0,137.0,2.4775,14.355999811104768,0.0,111.0,5.715,35.275624718041726,0.0,292.0,2.2425,14.639141193636267,0.0,111.0,Cheez,1,0
